DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount
2700071,FCS407-6379868,07/26/2025,05/23/2015,6000,2573,3427,3427,Gonzalez,Jennifer,426-47-9044,9535 Lakeview Dr,Austin,TX,73301,09/27/1983,(487) 602-6980,jennifer.gonzalez71@example.com,HOME 9535 Lakeview Dr Austin TX 73301,,,,,,,,,,,,250,Weekly,12/09/2023,250,46,07/12/2023,Main St Manufacturing,Retail Clerk,7663 Washington St,Charlotte,NC,28201,(498) 909-2133,13 years,UNITED LEGAL GROUP,ABC Insurance Co.,1200,495,Employer,75000
2700074,FCS673-8153291,03/04/2025,02/01/2016,4500,1511,2989,2989,Lee,Jennifer,773-65-7481,578 4th St,San Antonio,TX,78201,05/02/1990,(806) 639-7370,jennifer.lee74@example.com,HOME 578 4th St San Antonio TX 78201,,,,,,,,,,,,250,Bi-Weekly,02/04/2025,250,180,12/13/2024,St. Francis Sr. Residence (NLE),Waiter,1767 2nd St,Philadelphia,PA,19101,(574) 533-4228,14 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1500,1080,Co-signer,150000
2700075,FCS497-7585795,07/10/2025,06/12/2013,3000,1441,1559,1559,Anderson,Margaret,732-32-5873,9769 Pine Ave,El Paso,TX,79901,01/07/1962,(520) 320-4908,margaret.anderson75@testmail.com,HOME 9769 Pine Ave El Paso TX 79901,Thompson,Barbara,244-75-7364,6952 4th St,Phoenix,AZ,85001.0,HOME 6952 4th St Phoenix AZ 85001,07/27/1991,(592) 633-4043,barbara.thompson150@dummyemail.com,200,Weekly,10/24/2021,200,125,02/14/2019,United Legal Group,Manager,5254 Walnut St,Washington,DC,20001,(254) 567-1157,15 years,OWNER NAME LLC,ABC Insurance Co.,1500,1150,Father,100000
2700087,FCS926-6103880,11/07/2025,06/01/2024,1000,220,780,780,Ramirez,Anthony,435-28-2494,4166 Forest Ave,Fort Worth,TX,76101,01/25/1996,(250) 893-5896,anthony.ramirez87@testmail.com,HOME 4166 Forest Ave Fort Worth TX 76101,,,,,,,,,,,,200,Monthly,02/23/2023,200,115,02/12/2022,Main St Manufacturing,Construction Worker,1651 Walnut St,Houston,TX,77001,(343) 324-1195,1 years,OWNER NAME LLC,ABC Insurance Co.,900,843,Sibling,90000
2700088,FCS802-2409947,07/05/2025,01/12/2024,2500,307,2193,2193,Williams,James,302-92-8265,2210 Pine Ave,Austin,TX,73301,12/28/1960,(243) 672-1829,james.williams88@mail.com,HOME 2210 Pine Ave Austin TX 73301,,,,,,,,,,,,400,Weekly,02/03/2023,400,254,03/18/2016,Global Services LLC,Sales Associate,2931 Forest Ave,San Antonio,TX,78201,(391) 481-5585,14 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1800,1268,Sister,75000
2700094,FCS439-4448564,05/29/2024,01/24/2020,9000,8849,151,151,Perez,William,388-48-4891,1671 Oak St,Fort Worth,TX,76101,04/25/1999,(702) 357-1893,william.perez94@testmail.com,HOME 1671 Oak St Fort Worth TX 76101,Martinez,John,777-90-8869,3371 Maple Ave,New York,NY,10001.0,HOME 3371 Maple Ave New York NY 10001,07/26/1958,(374) 853-5781,john.martinez188@example.com,500,Monthly,08/10/2022,500,401,05/04/2020,Global Services LLC,Administrative Assistant,4441 Pine Ave,Boston,MA,2101,(757) 596-4029,11 years,UNITED LEGAL GROUP,United Surety,900,456,Spouse,90000
2700097,FCS797-7739741,12/26/2023,10/06/2019,3000,2828,172,172,Johnson,Linda,863-70-5400,6202 Main St,Austin,TX,73301,03/10/1977,(518) 487-9054,linda.johnson97@example.com,HOME 6202 Main St Austin TX 73301,,,,,,,,,,,,250,Monthly,07/25/2022,250,249,03/22/2024,Global Services LLC,Receptionist,4514 Spruce St,Washington,DC,20001,(861) 291-4079,14 years,OWNER NAME LLC,Liberty Bonds Co.,1500,1057,Co-signer,50000
2700098,FCS627-3667115,01/23/2024,11/11/2017,9000,6609,2391,2391,Harris,Robert,636-82-1474,2946 Washington St,San Antonio,TX,78201,03/04/1955,(455) 233-8478,robert.harris98@example.com,HOME 2946 Washington St San Antonio TX 78201,,,,,,,,,,,,250,Bi-Weekly,12/11/2022,250,210,02/01/2021,Main St Manufacturing,Mechanic,2129 Main St,San Diego,CA,92101,(581) 700-8308,5 years,UNITED LEGAL GROUP,National Bonding,1800,716,Co-signer,75000
2700099,FCS957-5339593,10/22/2025,11/29/2012,2500,112,2388,2388,Johnson,Richard,266-83-4511,3726 Lakeview Dr,El Paso,TX,79901,07/19/1968,(475) 867-7709,richard.johnson99@emailtest.org,HOME 3726 Lakeview Dr El Paso TX 79901,Harris,Matthew,798-11-8767,2267 Elm St,Washington,DC,20001.0,HOME 2267 Elm St Washington DC 20001,10/04/1940,(429) 458-6004,matthew.harris198@testmail.com,400,Bi-Weekly,08/27/2025,400,178,01/11/2021,Acme Corp,Chef,7746 Hillcrest Rd,El Paso,TX,79901,(733) 838-7506,18 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1800,1356,Co-signer,150000
2700100,FCS762-5742531,09/17/2024,04/23/2013,6000,522,5478,5478,Rodriguez,David,755-51-5536,4378 Hillcrest Rd,San Antonio,TX,78201,06/14/1963,(729) 983-4937,david.rodriguez100@example.com,HOME 4378 Hillcrest Rd San Antonio TX 78201,,,,,,,,,,,,400,Weekly,09/02/2022,400,348,06/14/2017,St. Francis Sr. Residence (NLE),Administrative Assistant,4943 Sunset Blvd,Columbus,OH,43085,(614) 597-1578,18 years,OWNER NAME LLC,United Surety,900,702,Father,100000
2700110,FCS243-7865417,03/05/2024,08/03/2016,12000,3209,8791,8791,Brown,Michael,502-37-8488,3222 Ridgeway Dr,Houston,TX,77001,03/09/1987,(247) 848-3018,michael.brown110@dummyemail.com,HOME 3222 Ridgeway Dr Houston TX 77001,,,,,,,,,,,,200,Bi-Weekly,11/25/2020,200,135,02/20/2024,St. Francis Sr. Residence (NLE),Plumber,7191 3rd St,San Francisco,CA,94101,(720) 999-3903,18 years,OWNER NAME LLC,ABC Insurance Co.,500,198,Sister,150000
2700115,FCS841-5745083,12/12/2023,06/24/2022,3000,2106,894,894,Taylor,Betty,556-72-1718,4956 Washington St,Austin,TX,73301,02/08/1996,(284) 298-3742,betty.taylor115@emailtest.org,HOME 4956 Washington St Austin TX 73301,,,,,,,,,,,,150,Monthly,08/20/2024,150,54,07/31/2025,Global Services LLC,Teacher,3468 2nd St,Nashville,TN,37201,(959) 993-8130,20 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,500,235,Co-signer,50000
2700119,FCS851-2282825,02/02/2024,04/21/2011,9000,511,8489,8489,Jackson,Anthony,692-61-4485,700 2nd St,Dallas,TX,75201,10/04/1998,(752) 683-3435,anthony.jackson119@testmail.com,HOME 700 2nd St Dallas TX 75201,,,,,,,,,,,,300,Monthly,06/26/2023,300,256,08/09/2021,St. Francis Sr. Residence (NLE),Mechanic,6061 Court St,New York,NY,10001,(878) 444-3717,16 years,OWNER NAME LLC,Liberty Bonds Co.,900,183,Sister,150000
2700123,FCS738-9569884,08/13/2024,08/24/2014,3000,1857,1143,1143,Jackson,Karen,170-39-7196,6415 Cedar Ln,Houston,TX,77001,06/27/1951,(407) 735-9263,karen.jackson123@dummyemail.com,HOME 6415 Cedar Ln Houston TX 77001,,,,,,,,,,,,150,Monthly,07/19/2023,150,9,09/22/2025,Main St Manufacturing,Electrician,2025 Pine Ave,San Francisco,CA,94101,(875) 333-9835,0 years,UNITED LEGAL GROUP,National Bonding,1500,758,Spouse,150000
2700124,FCS539-4850140,03/24/2025,06/09/2019,3000,2412,588,588,White,Betty,879-99-2600,7071 Cedar Ln,Dallas,TX,75201,10/21/1992,(984) 438-2373,betty.white124@testmail.com,HOME 7071 Cedar Ln Dallas TX 75201,,,,,,,,,,,,400,Bi-Weekly,12/09/2021,400,2,11/01/2023,St. Francis Sr. Residence (NLE),Waiter,8661 Maple Ave,Indianapolis,IN,46201,(207) 584-4365,10 years,UNITED LEGAL GROUP,United Surety,500,79,Sibling,150000
2700126,FCS943-3438206,03/13/2025,05/07/2024,4500,722,3778,3778,Rodriguez,John,327-57-2311,718 Birch St,Fort Worth,TX,76101,09/28/1996,(493) 928-1941,john.rodriguez126@mail.com,HOME 718 Birch St Fort Worth TX 76101,,,,,,,,,,,,500,Monthly,01/04/2022,500,435,04/01/2023,Main St Manufacturing,Accountant,3290 Oak St,Washington,DC,20001,(722) 728-4795,19 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1200,489,Spouse,75000
2700145,FCS314-4554677,06/12/2024,02/21/2023,9000,4237,4763,4763,Thomas,Sarah,737-28-1301,6270 3rd St,El Paso,TX,79901,04/06/1997,(244) 461-3790,sarah.thomas145@example.com,HOME 6270 3rd St El Paso TX 79901,Thompson,Betty,732-44-1869,7717 Main St,Chicago,IL,60601.0,HOME 7717 Main St Chicago IL 60601,11/13/1974,(876) 477-6901,betty.thompson290@example.com,100,Bi-Weekly,09/28/2025,100,83,03/20/2020,United Legal Group,Mechanic,8431 Maple Ave,Austin,TX,73301,(696) 811-9709,2 years,OWNER NAME LLC,ABC Insurance Co.,1800,937,Father,50000
2700154,FCS918-7956372,01/13/2025,11/27/2011,3000,1432,1568,1568,Sanchez,Sarah,752-37-1185,3396 Hillcrest Rd,Dallas,TX,75201,02/01/1956,(515) 507-9301,sarah.sanchez154@emailtest.org,HOME 3396 Hillcrest Rd Dallas TX 75201,,,,,,,,,,,,100,Monthly,09/21/2024,100,42,09/17/2019,Global Services LLC,Waiter,577 Elm St,San Antonio,TX,78201,(538) 546-8849,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1500,318,Mother,150000
2700158,FCS582-1846511,03/04/2024,06/28/2019,1000,88,912,912,Gonzalez,Susan,283-86-8304,5926 Hillcrest Rd,Austin,TX,73301,10/11/1967,(930) 976-9740,susan.gonzalez158@example.com,HOME 5926 Hillcrest Rd Austin TX 73301,,,,,,,,,,,,500,Weekly,08/13/2021,500,47,12/30/2024,Global Services LLC,Teacher,7564 Hillcrest Rd,El Paso,TX,79901,(859) 927-8625,15 years,OWNER NAME LLC,ABC Insurance Co.,900,881,Sister,90000
2700161,FCS873-1003092,04/15/2024,09/15/2025,1800,927,873,873,Martinez,Sarah,499-88-8326,3305 Washington St,El Paso,TX,79901,05/28/1978,(506) 783-5989,sarah.martinez161@dummyemail.com,HOME 3305 Washington St El Paso TX 79901,,,,,,,,,,,,350,Monthly,02/23/2024,350,4,09/27/2022,Main St Manufacturing,Mechanic,2189 Hillcrest Rd,Los Angeles,CA,90001,(578) 762-1870,0 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1200,63,Friend,100000
2700162,FCS819-7614724,08/18/2025,01/08/2018,4500,3326,1174,1174,Wilson,Richard,658-37-3841,7880 Cedar Ln,San Antonio,TX,78201,10/31/1999,(593) 568-7835,richard.wilson162@mail.com,HOME 7880 Cedar Ln San Antonio TX 78201,Perez,Margaret,228-27-1190,1275 Main St,Phoenix,AZ,85001.0,HOME 1275 Main St Phoenix AZ 85001,08/31/1983,(873) 647-3224,margaret.perez324@example.com,200,Weekly,05/25/2025,200,106,07/12/2025,Global Services LLC,Dietary Aide,7074 4th St,Philadelphia,PA,19101,(665) 721-7948,17 years,UNITED LEGAL GROUP,Liberty Bonds Co.,1200,462,Sibling,100000
2700165,FCS596-4033474,05/10/2025,08/18/2011,3000,345,2655,2655,Martin,Robert,257-73-7765,6377 Lakeview Dr,El Paso,TX,79901,06/28/1989,(943) 852-3740,robert.martin165@mail.com,HOME 6377 Lakeview Dr El Paso TX 79901,,,,,,,,,,,,350,Monthly,06/24/2024,350,135,05/09/2024,St. Francis Sr. Residence (NLE),Security Guard,2845 Walnut St,Fort Worth,TX,76101,(687) 508-8803,17 years,OWNER NAME LLC,Liberty Bonds Co.,1500,971,Employer,75000
2700167,FCS734-2542518,01/14/2024,03/18/2024,2000,1946,54,54,Lee,Karen,224-25-2415,2228 Birch St,El Paso,TX,79901,10/13/2000,(389) 313-4018,karen.lee167@testmail.com,HOME 2228 Birch St El Paso TX 79901,Robinson,Nancy,177-91-8429,4628 Spruce St,Nashville,TN,37201.0,HOME 4628 Spruce St Nashville TN 37201,11/22/1999,(988) 988-6298,nancy.robinson334@testmail.com,200,Monthly,06/07/2022,200,198,07/31/2016,Global Services LLC,Mechanic,5550 Oak St,Dallas,TX,75201,(471) 382-8218,2 years,UNITED LEGAL GROUP,ABC Insurance Co.,1800,804,Sibling,100000
2700173,FCS693-6468907,01/19/2025,05/06/2015,3000,942,2058,2058,Brown,Matthew,433-39-2606,3984 Spruce St,San Antonio,TX,78201,09/10/1983,(425) 275-8716,matthew.brown173@emailtest.org,HOME 3984 Spruce St San Antonio TX 78201,,,,,,,,,,,,400,Monthly,02/02/2022,400,312,12/25/2020,United Legal Group,Mechanic,6219 Cedar Ln,Charlotte,NC,28201,(937) 398-6875,8 years,OWNER NAME LLC,United Surety,900,32,Sister,50000
2700176,FCS820-1022878,08/20/2025,06/21/2012,4500,2727,1773,1773,Johnson,Thomas,403-64-5420,8987 3rd St,San Antonio,TX,78201,04/06/1957,(835) 543-1898,thomas.johnson176@emailtest.org,HOME 8987 3rd St San Antonio TX 78201,,,,,,,,,,,,350,Monthly,07/02/2021,350,196,12/25/2019,Global Services LLC,Dietary Aide,769 Forest Ave,Jacksonville,FL,32099,(379) 863-2097,17 years,OWNER NAME LLC,ABC Insurance Co.,1200,488,Father,50000
2700188,FCS821-5836389,06/09/2025,10/18/2011,1500,671,829,829,Brown,Jessica,494-46-8486,9936 Hillcrest Rd,El Paso,TX,79901,10/30/1989,(431) 767-7672,jessica.brown188@testmail.com,HOME 9936 Hillcrest Rd El Paso TX 79901,,,,,,,,,,,,400,Monthly,09/06/2025,400,35,04/24/2025,Global Services LLC,Customer Service,3037 Main St,El Paso,TX,79901,(703) 888-2723,12 years,UNITED LEGAL GROUP,National Bonding,500,61,Sibling,100000
2700190,FCS491-6485409,04/21/2024,09/04/2017,12000,10211,1789,1789,Harris,Patricia,178-94-9518,8164 Walnut St,San Antonio,TX,78201,05/03/1976,(877) 709-9032,patricia.harris190@emailtest.org,HOME 8164 Walnut St San Antonio TX 78201,Sanchez,David,653-79-1289,617 Spruce St,Houston,TX,77001.0,HOME 617 Spruce St Houston TX 77001,06/01/1974,(660) 522-7165,david.sanchez380@dummyemail.com,500,Monthly,01/23/2021,500,90,02/15/2022,Acme Corp,Manager,8152 Spruce St,Phoenix,AZ,85001,(519) 932-7374,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,1500,1351,Father,150000
2700191,FCS685-8882244,03/18/2025,06/30/2023,1800,1037,763,763,Gonzalez,Mary,369-73-7189,5879 Hillcrest Rd,Austin,TX,73301,07/06/1955,(228) 804-1739,mary.gonzalez191@mail.com,HOME 5879 Hillcrest Rd Austin TX 73301,,,,,,,,,,,,350,Weekly,02/25/2024,350,13,06/18/2024,Acme Corp,Mechanic,1694 Spruce St,Jacksonville,FL,32099,(565) 621-6755,1 years,OWNER NAME LLC,ABC Insurance Co.,900,663,Employer,150000
2700193,FCS511-4789737,08/17/2025,12/12/2012,12000,1552,10448,10448,Hernandez,Charles,379-18-9700,7886 Spruce St,San Antonio,TX,78201,02/27/1981,(278) 867-5945,charles.hernandez193@emailtest.org,HOME 7886 Spruce St San Antonio TX 78201,,,,,,,,,,,,400,Weekly,11/27/2023,400,160,02/15/2018,Global Services LLC,Mechanic,4216 4th St,Indianapolis,IN,46201,(664) 887-9971,5 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,900,590,Mother,75000
2700199,FCS741-4837070,02/16/2024,04/04/2021,2000,536,1464,1464,Ramirez,Daniel,272-16-7570,7127 4th St,Dallas,TX,75201,05/23/1963,(291) 576-3787,daniel.ramirez199@emailtest.org,HOME 7127 4th St Dallas TX 75201,Taylor,Daniel,545-68-9096,2041 Lakeview Dr,Nashville,TN,37201.0,HOME 2041 Lakeview Dr Nashville TN 37201,03/23/1958,(395) 472-5717,daniel.taylor398@dummyemail.com,400,Monthly,04/19/2023,400,105,08/11/2022,United Legal Group,Accountant,3202 Spruce St,Philadelphia,PA,19101,(618) 349-1471,9 years,PRIMARY OWNER INC,ABC Insurance Co.,1800,923,Friend,90000
2700201,FCS366-3849886,04/15/2025,12/09/2021,3000,1917,1083,1083,Williams,Robert,424-77-8093,2423 Sunset Blvd,Houston,TX,77001,02/08/1978,(245) 330-9179,robert.williams201@testmail.com,HOME 2423 Sunset Blvd Houston TX 77001,,,,,,,,,,,,400,Bi-Weekly,10/17/2025,400,134,10/03/2022,Acme Corp,Electrician,5228 Spruce St,Philadelphia,PA,19101,(523) 954-9049,4 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",900,152,Spouse,75000
2700203,FCS352-9356912,10/10/2025,12/31/2012,3000,106,2894,2894,Perez,Elizabeth,796-25-7458,6220 3rd St,Houston,TX,77001,01/10/1979,(357) 229-2328,elizabeth.perez203@dummyemail.com,HOME 6220 3rd St Houston TX 77001,,,,,,,,,,,,500,Bi-Weekly,05/26/2024,500,489,11/26/2018,Main St Manufacturing,Retail Clerk,5497 Oak St,Boston,MA,2101,(837) 663-6323,18 years,OWNER NAME LLC,ABC Insurance Co.,500,410,Employer,90000
2700205,FCS676-8097946,02/17/2024,05/12/2020,3000,2514,486,486,Wilson,Jennifer,745-64-2522,762 Court St,Austin,TX,73301,08/02/1991,(892) 429-3540,jennifer.wilson205@dummyemail.com,HOME 762 Court St Austin TX 73301,,,,,,,,,,,,150,Bi-Weekly,07/03/2023,150,111,10/08/2016,Global Services LLC,Accountant,2534 Cedar Ln,El Paso,TX,79901,(507) 454-9570,13 years,PRIMARY OWNER INC,National Bonding,500,282,Parent,50000
2700210,FCS603-2692883,01/15/2025,12/16/2021,2500,961,1539,1539,Moore,Michael,148-12-6878,4373 Forest Ave,El Paso,TX,79901,03/25/1964,(378) 715-1523,michael.moore210@example.com,HOME 4373 Forest Ave El Paso TX 79901,,,,,,,,,,,,150,Weekly,02/24/2022,150,30,03/08/2022,United Legal Group,Administrative Assistant,4324 Ridgeway Dr,Jacksonville,FL,32099,(987) 247-5382,4 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1500,936,Parent,50000
2700212,FCS913-7069566,12/17/2023,10/23/2020,1800,1577,223,223,Thompson,James,629-18-2389,5642 Ridgeway Dr,Fort Worth,TX,76101,09/28/1964,(644) 262-7443,james.thompson212@example.com,HOME 5642 Ridgeway Dr Fort Worth TX 76101,,,,,,,,,,,,200,Weekly,03/15/2021,200,161,11/18/2023,Main St Manufacturing,Accountant,6969 Birch St,El Paso,TX,79901,(917) 766-5986,10 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1200,1080,Sister,75000
2700224,FCS607-7064491,04/29/2025,11/11/2011,2000,96,1904,1904,Robinson,William,530-78-8354,5281 Main St,Fort Worth,TX,76101,06/17/1967,(542) 283-1415,william.robinson224@mail.com,HOME 5281 Main St Fort Worth TX 76101,,,,,,,,,,,,400,Monthly,04/12/2022,400,100,09/22/2017,Acme Corp,Accountant,1129 Maple Ave,New York,NY,10001,(691) 642-1393,18 years,PRIMARY OWNER INC,United Surety,900,110,Mother,75000
2700229,FCS567-5029047,11/29/2024,03/28/2019,1800,1079,721,721,Martin,Betty,544-18-2941,2466 Cedar Ln,San Antonio,TX,78201,03/14/1967,(745) 587-7131,betty.martin229@testmail.com,HOME 2466 Cedar Ln San Antonio TX 78201,,,,,,,,,,,,250,Monthly,02/26/2025,250,157,06/20/2022,United Legal Group,Plumber,4919 Cedar Ln,Austin,TX,73301,(453) 254-5588,4 years,UNITED LEGAL GROUP,ABC Insurance Co.,500,401,Mother,150000
2700235,FCS398-9797899,01/27/2024,01/30/2021,1000,377,623,623,Smith,Thomas,275-51-7731,6507 Elm St,Houston,TX,77001,08/02/1961,(749) 628-8835,thomas.smith235@example.com,HOME 6507 Elm St Houston TX 77001,,,,,,,,,,,,250,Monthly,10/04/2025,250,52,05/10/2019,Global Services LLC,Administrative Assistant,2701 4th St,Denver,CO,80014,(517) 801-4325,16 years,UNITED LEGAL GROUP,United Surety,900,7,Sibling,100000
