DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount
2700806,FCS334-3182067,05/07/2024,08/18/2013,2000,1818,182,182,Robinson,John,592-14-2524,5441 2nd St,Fort Worth,TX,76101,03/17/1987,(413) 806-3158,john.robinson806@emailtest.org,HOME 5441 2nd St Fort Worth TX 76101,,,,,,,,,,,,500,Monthly,11/04/2025,500,265,06/15/2021,United Legal Group,Nurse,4222 Elm St,San Jose,CA,95101,(781) 570-7696,5 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,1800,803,Employer,90000
2700842,FCS300-7023070,03/31/2025,11/14/2023,3000,1418,1582,1582,Jackson,John,758-28-5175,7496 Sunset Blvd,El Paso,TX,79901,08/28/1957,(275) 265-8855,john.jackson842@mail.com,HOME 7496 Sunset Blvd El Paso TX 79901,,,,,,,,,,,,500,Monthly,02/07/2022,500,363,10/19/2021,Global Services LLC,Driver,5918 Birch St,Boston,MA,2101,(674) 641-2705,3 years,OWNER NAME LLC,United Surety,1800,597,Sibling,75000
2700869,FCS798-8959777,05/19/2024,09/10/2012,2500,1760,740,740,Anderson,John,287-73-6504,8870 Oak St,Dallas,TX,75201,11/15/1980,(347) 836-3964,john.anderson869@dummyemail.com,HOME 8870 Oak St Dallas TX 75201,,,,,,,,,,,,400,Weekly,09/14/2023,400,265,02/28/2023,Main St Manufacturing,Warehouse Worker,9761 2nd St,Indianapolis,IN,46201,(672) 681-6417,9 years,PRIMARY OWNER INC,United Surety,1800,528,Mother,90000
2700923,FCS659-9307136,09/18/2024,01/31/2018,9000,7319,1681,1681,White,John,781-26-1911,7843 Ridgeway Dr,San Antonio,TX,78201,06/25/1956,(900) 420-7390,john.white923@emailtest.org,HOME 7843 Ridgeway Dr San Antonio TX 78201,,,,,,,,,,,,250,Monthly,12/17/2022,250,198,04/17/2024,United Legal Group,Mechanic,2203 Maple Ave,El Paso,TX,79901,(870) 235-8876,9 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1200,450,Spouse,50000
2701027,FCS903-5155754,08/24/2025,07/25/2024,9000,38,8962,8962,Harris,John,789-30-3620,555 Pine Ave,Fort Worth,TX,76101,04/18/1969,(298) 713-7013,john.harris1027@mail.com,HOME 555 Pine Ave Fort Worth TX 76101,Jones,Christopher,346-84-2628,6060 Cedar Ln,San Antonio,TX,78201.0,HOME 6060 Cedar Ln San Antonio TX 78201,07/26/1946,(399) 448-7471,christopher.jones2054@mail.com,150,Bi-Weekly,03/08/2025,150,1,07/16/2022,Main St Manufacturing,Manager,1403 Elm St,San Francisco,CA,94101,(246) 387-5004,3 years,UNITED LEGAL GROUP,Liberty Bonds Co.,900,35,Parent,75000
2701185,FCS828-1519061,12/20/2023,09/04/2017,3000,215,2785,2785,Lewis,John,423-41-2147,1943 3rd St,Austin,TX,73301,06/19/1986,(259) 354-8895,john.lewis1185@dummyemail.com,HOME 1943 3rd St Austin TX 73301,,,,,,,,,,,,250,Weekly,09/18/2025,250,70,10/25/2024,Global Services LLC,Administrative Assistant,7260 Spruce St,Los Angeles,CA,90001,(535) 462-9231,10 years,UNITED LEGAL GROUP,ABC Insurance Co.,1200,967,Co-signer,50000
2701212,FCS758-7102335,03/11/2025,07/13/2023,12000,9304,2696,2696,Lopez,John,885-77-5276,3845 Sunset Blvd,El Paso,TX,79901,06/20/1981,(587) 558-2916,john.lopez1212@mail.com,HOME 3845 Sunset Blvd El Paso TX 79901,,,,,,,,,,,,250,Bi-Weekly,01/09/2022,250,235,11/09/2018,Acme Corp,Security Guard,7757 Main St,Indianapolis,IN,46201,(990) 220-7789,20 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",900,605,Co-signer,150000
2701250,FCS434-7863066,01/05/2025,02/01/2018,1500,543,957,957,Perez,John,339-49-4132,445 Walnut St,Fort Worth,TX,76101,07/03/1996,(867) 436-3462,john.perez1250@emailtest.org,HOME 445 Walnut St Fort Worth TX 76101,,,,,,,,,,,,500,Bi-Weekly,06/04/2025,500,355,01/07/2022,St. Francis Sr. Residence (NLE),Sales Associate,647 Forest Ave,Detroit,MI,48201,(842) 288-2692,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1200,381,Friend,100000
2701378,FCS982-4122834,10/06/2025,12/14/2019,6000,4957,1043,1043,Harris,John,218-19-9050,8434 Ridgeway Dr,Houston,TX,77001,02/14/1966,(555) 817-3807,john.harris1378@dummyemail.com,HOME 8434 Ridgeway Dr Houston TX 77001,Williams,Charles,515-86-5770,2387 Cedar Ln,Phoenix,AZ,85001.0,HOME 2387 Cedar Ln Phoenix AZ 85001,06/13/1994,(345) 556-5042,charles.williams2756@emailtest.org,300,Monthly,12/22/2023,300,226,08/03/2019,Global Services LLC,Mechanic,1519 Cherry Ln,Fort Worth,TX,76101,(583) 895-8939,5 years,OWNER NAME LLC,United Surety,1200,1066,Father,75000
2701451,FCS198-7934281,10/22/2024,12/12/2010,1500,1074,426,426,Anderson,John,854-56-8480,6997 Main St,Houston,TX,77001,11/19/1995,(232) 732-8062,john.anderson1451@dummyemail.com,HOME 6997 Main St Houston TX 77001,,,,,,,,,,,,350,Weekly,07/31/2021,350,64,06/30/2020,United Legal Group,Accountant,9882 Pine Ave,Austin,TX,73301,(331) 902-9492,19 years,OWNER NAME LLC,ABC Insurance Co.,1800,219,Sibling,100000
2701558,FCS610-1534901,02/08/2025,04/22/2024,12000,11888,112,112,Clark,John,811-96-1166,6939 Cedar Ln,San Antonio,TX,78201,06/16/1957,(554) 958-5620,john.clark1558@mail.com,HOME 6939 Cedar Ln San Antonio TX 78201,,,,,,,,,,,,300,Weekly,04/27/2021,300,288,02/24/2025,Global Services LLC,Accountant,7540 Main St,Boston,MA,2101,(759) 492-9867,12 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",500,360,Mother,75000
2701763,FCS670-6703097,02/16/2024,04/03/2013,9000,1493,7507,7507,Gonzalez,John,794-72-9766,8126 Washington St,Dallas,TX,75201,11/16/1995,(256) 772-6249,john.gonzalez1763@example.com,HOME 8126 Washington St Dallas TX 75201,,,,,,,,,,,,400,Bi-Weekly,06/02/2023,400,191,01/07/2021,St. Francis Sr. Residence (NLE),Mechanic,9460 Ridgeway Dr,San Jose,CA,95101,(224) 343-4145,3 years,OWNER NAME LLC,United Surety,900,702,Sibling,150000
2701957,FCS761-5965566,05/19/2024,06/03/2014,4500,3621,879,879,Gonzalez,John,394-80-5186,4053 Forest Ave,Houston,TX,77001,09/20/1975,(567) 493-7628,john.gonzalez1957@mail.com,HOME 4053 Forest Ave Houston TX 77001,,,,,,,,,,,,350,Bi-Weekly,02/28/2022,350,257,12/15/2019,Acme Corp,Customer Service,8971 Court St,Austin,TX,73301,(785) 803-2608,20 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1200,966,Mother,90000
2702126,FCS879-7046901,08/25/2025,11/26/2020,4500,3040,1460,1460,Lopez,John,162-28-2585,8482 Birch St,Dallas,TX,75201,07/25/1980,(822) 773-3274,john.lopez2126@example.com,HOME 8482 Birch St Dallas TX 75201,,,,,,,,,,,,150,Bi-Weekly,05/08/2021,150,121,06/17/2020,United Legal Group,Electrician,6793 Pine Ave,Seattle,WA,98101,(869) 824-1444,17 years,PRIMARY OWNER INC,United Surety,500,322,Friend,50000
2702158,FCS195-8270902,11/21/2024,12/14/2023,9000,1582,7418,7418,Lopez,John,853-71-2472,3350 Birch St,El Paso,TX,79901,10/23/1989,(881) 734-6597,john.lopez2158@mail.com,HOME 3350 Birch St El Paso TX 79901,,,,,,,,,,,,500,Weekly,09/10/2021,500,276,07/19/2016,Global Services LLC,Construction Worker,6361 2nd St,Phoenix,AZ,85001,(467) 734-2219,15 years,OWNER NAME LLC,National Bonding,1500,212,Friend,50000
2702202,FCS160-5940794,05/03/2025,05/23/2013,4500,781,3719,3719,Miller,John,355-64-3827,9226 2nd St,El Paso,TX,79901,02/17/1983,(689) 857-2018,john.miller2202@example.com,HOME 9226 2nd St El Paso TX 79901,,,,,,,,,,,,400,Bi-Weekly,06/26/2021,400,291,07/17/2020,Acme Corp,Manager,7191 Lakeview Dr,Nashville,TN,37201,(209) 369-7659,13 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,900,657,Mother,75000
2702290,FCS485-9378766,09/29/2025,05/16/2011,1800,1530,270,270,Martinez,John,679-33-1897,7757 Court St,San Antonio,TX,78201,10/01/1974,(201) 302-1322,john.martinez2290@dummyemail.com,HOME 7757 Court St San Antonio TX 78201,,,,,,,,,,,,200,Bi-Weekly,09/02/2024,200,3,05/07/2017,St. Francis Sr. Residence (NLE),Security Guard,9684 2nd St,Austin,TX,73301,(797) 422-1925,20 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",1800,557,Friend,150000
2702411,FCS863-7206088,06/20/2025,03/04/2025,1500,1089,411,411,Lopez,John,618-10-9220,4263 3rd St,El Paso,TX,79901,09/11/1974,(702) 636-7278,john.lopez2411@mail.com,HOME 4263 3rd St El Paso TX 79901,,,,,,,,,,,,500,Monthly,05/07/2022,500,281,12/18/2021,Global Services LLC,Chef,5338 3rd St,Phoenix,AZ,85001,(385) 314-7693,18 years,OWNER NAME LLC,ABC Insurance Co.,1500,736,Friend,100000
2702664,FCS962-5881655,04/26/2025,10/16/2024,6000,5690,310,310,Robinson,John,861-83-6402,5566 Maple Ave,Dallas,TX,75201,03/22/1984,(384) 452-1302,john.robinson2664@example.com,HOME 5566 Maple Ave Dallas TX 75201,,,,,,,,,,,,250,Bi-Weekly,05/17/2025,250,29,04/10/2025,Main St Manufacturing,Dietary Aide,3240 Cedar Ln,Charlotte,NC,28201,(606) 635-7056,4 years,UNITED LEGAL GROUP,National Bonding,1200,507,Spouse,100000
2702930,FCS664-9218350,08/24/2025,04/20/2025,1800,1256,544,544,Davis,John,212-15-4598,1622 Birch St,San Antonio,TX,78201,02/11/1952,(847) 813-9901,john.davis2930@testmail.com,HOME 1622 Birch St San Antonio TX 78201,,,,,,,,,,,,400,Monthly,02/08/2021,400,376,09/27/2023,Main St Manufacturing,Construction Worker,6681 Hillcrest Rd,El Paso,TX,79901,(522) 775-6577,13 years,OWNER NAME LLC,United Surety,1200,76,Mother,150000
2702935,FCS714-5860693,01/16/2025,01/16/2021,2000,409,1591,1591,Gonzalez,John,593-19-9817,9059 Hillcrest Rd,Fort Worth,TX,76101,06/10/1987,(317) 436-4957,john.gonzalez2935@emailtest.org,HOME 9059 Hillcrest Rd Fort Worth TX 76101,Jones,Susan,635-86-2997,8603 Washington St,Detroit,MI,48201.0,HOME 8603 Washington St Detroit MI 48201,11/08/1982,(752) 945-6507,susan.jones5870@mail.com,400,Bi-Weekly,04/27/2024,400,68,02/12/2023,Acme Corp,Software Engineer,6146 Elm St,Nashville,TN,37201,(564) 336-5163,2 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",1500,792,Friend,150000
2702965,FCS261-8305834,04/02/2025,10/05/2019,1500,692,808,808,Moore,John,776-18-4983,4134 Pine Ave,El Paso,TX,79901,03/26/1954,(479) 436-5097,john.moore2965@dummyemail.com,HOME 4134 Pine Ave El Paso TX 79901,Martin,David,190-37-2523,6948 Washington St,Indianapolis,IN,46201.0,HOME 6948 Washington St Indianapolis IN 46201,04/12/1948,(382) 761-9876,david.martin5930@dummyemail.com,150,Bi-Weekly,06/09/2025,150,150,11/21/2021,St. Francis Sr. Residence (NLE),Waiter,2645 Hillcrest Rd,Seattle,WA,98101,(814) 728-6509,8 years,PRIMARY OWNER INC,Liberty Bonds Co.,1200,1172,Sister,150000
2703172,FCS791-8446612,12/05/2024,03/23/2024,2000,1110,890,890,Perez,John,354-58-1953,2184 4th St,Houston,TX,77001,12/14/1987,(316) 634-2646,john.perez3172@emailtest.org,HOME 2184 4th St Houston TX 77001,,,,,,,,,,,,400,Monthly,07/30/2022,400,253,10/21/2024,United Legal Group,Administrative Assistant,5496 2nd St,Nashville,TN,37201,(283) 820-1626,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1200,1058,Co-signer,50000
2703186,FCS587-4628495,05/13/2025,01/05/2017,2500,1395,1105,1105,Rodriguez,John,715-41-2712,8972 Court St,Austin,TX,73301,04/02/1988,(289) 594-8864,john.rodriguez3186@example.com,HOME 8972 Court St Austin TX 73301,,,,,,,,,,,,200,Bi-Weekly,05/03/2022,200,73,07/01/2018,United Legal Group,Plumber,2285 Court St,Austin,TX,73301,(488) 572-9966,5 years,UNITED LEGAL GROUP,ABC Insurance Co.,1500,152,Co-signer,150000
2703226,FCS976-7300083,09/06/2025,07/17/2014,3000,1601,1399,1399,Martinez,John,582-60-9430,6459 Cedar Ln,Dallas,TX,75201,12/13/1997,(389) 628-9053,john.martinez3226@dummyemail.com,HOME 6459 Cedar Ln Dallas TX 75201,,,,,,,,,,,,250,Weekly,12/25/2021,250,3,12/12/2023,St. Francis Sr. Residence (NLE),Chef,5090 Sunset Blvd,Fort Worth,TX,76101,(477) 704-2868,20 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,900,285,Sibling,90000
2703268,FCS379-5929127,12/07/2024,04/19/2019,9000,3393,5607,5607,White,John,236-90-2631,1596 Washington St,Fort Worth,TX,76101,01/05/1971,(324) 479-3379,john.white3268@dummyemail.com,HOME 1596 Washington St Fort Worth TX 76101,,,,,,,,,,,,250,Weekly,07/17/2022,250,150,12/08/2016,St. Francis Sr. Residence (NLE),Receptionist,4142 Hillcrest Rd,Philadelphia,PA,19101,(293) 408-3953,18 years,UNITED LEGAL GROUP,ABC Insurance Co.,1500,1392,Mother,150000
2703391,FCS888-1921875,08/25/2024,03/06/2014,2500,1605,895,895,Thomas,John,668-97-9474,2730 Birch St,El Paso,TX,79901,05/01/1986,(238) 378-7370,john.thomas3391@emailtest.org,HOME 2730 Birch St El Paso TX 79901,,,,,,,,,,,,400,Monthly,04/09/2023,400,374,01/28/2024,Global Services LLC,Warehouse Worker,2655 Washington St,San Francisco,CA,94101,(468) 668-9481,8 years,OWNER NAME LLC,ABC Insurance Co.,1500,290,Sibling,100000
2703410,FCS721-5967680,03/18/2025,06/03/2022,2500,1516,984,984,Sanchez,John,706-74-5301,4679 Cedar Ln,Austin,TX,73301,03/28/1996,(475) 956-3313,john.sanchez3410@dummyemail.com,HOME 4679 Cedar Ln Austin TX 73301,,,,,,,,,,,,150,Weekly,05/08/2022,150,28,02/03/2017,Global Services LLC,Nurse,5306 3rd St,Boston,MA,2101,(798) 432-9585,16 years,UNITED LEGAL GROUP,United Surety,1500,815,Friend,100000
2703418,FCS993-9971244,07/29/2025,09/14/2020,1500,936,564,564,Miller,John,775-52-7774,2555 Cherry Ln,Austin,TX,73301,07/16/1976,(364) 456-4354,john.miller3418@example.com,HOME 2555 Cherry Ln Austin TX 73301,,,,,,,,,,,,400,Monthly,09/08/2021,400,167,10/22/2018,St. Francis Sr. Residence (NLE),Accountant,3330 Birch St,Jacksonville,FL,32099,(301) 299-3695,7 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",500,182,Spouse,75000
2704095,FCS377-9904046,05/16/2025,07/11/2015,1800,918,882,882,Garcia,John,722-53-9942,6741 Spruce St,Houston,TX,77001,09/28/1975,(243) 222-7217,john.garcia4095@dummyemail.com,HOME 6741 Spruce St Houston TX 77001,,,,,,,,,,,,150,Bi-Weekly,09/20/2023,150,134,04/17/2024,United Legal Group,Driver,4804 Washington St,Washington,DC,20001,(804) 775-1311,17 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1200,902,Sibling,100000
2704227,FCS965-3976047,01/05/2025,05/01/2016,9000,15,8985,8985,Anderson,John,157-61-6340,7164 Walnut St,Houston,TX,77001,02/19/1959,(281) 585-9627,john.anderson4227@dummyemail.com,HOME 7164 Walnut St Houston TX 77001,,,,,,,,,,,,250,Bi-Weekly,11/20/2020,250,109,05/22/2017,St. Francis Sr. Residence (NLE),Dietary Aide,1661 Cherry Ln,Fort Worth,TX,76101,(669) 702-9204,1 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,900,674,Parent,75000
2704378,FCS457-7493617,03/25/2024,05/03/2011,2500,631,1869,1869,Ramirez,John,159-35-9562,1221 Spruce St,Austin,TX,73301,10/06/1973,(985) 808-9755,john.ramirez4378@example.com,HOME 1221 Spruce St Austin TX 73301,,,,,,,,,,,,500,Weekly,10/20/2025,500,199,09/16/2019,United Legal Group,Dietary Aide,4032 Ridgeway Dr,Dallas,TX,75201,(853) 343-4506,9 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1500,989,Friend,150000
2704387,FCS534-1029676,07/15/2024,08/11/2020,1800,1357,443,443,Moore,John,628-49-8920,8794 Main St,Austin,TX,73301,09/14/1966,(831) 332-3515,john.moore4387@emailtest.org,HOME 8794 Main St Austin TX 73301,,,,,,,,,,,,300,Weekly,12/07/2022,300,249,04/14/2018,United Legal Group,Receptionist,6909 Elm St,Boston,MA,2101,(409) 833-4408,5 years,PRIMARY OWNER INC,United Surety,900,704,Sibling,100000
2704451,FCS885-9620976,07/02/2025,01/31/2013,3000,1992,1008,1008,Perez,John,730-83-7281,2754 Pine Ave,El Paso,TX,79901,06/14/1968,(697) 673-1959,john.perez4451@emailtest.org,HOME 2754 Pine Ave El Paso TX 79901,,,,,,,,,,,,400,Bi-Weekly,10/19/2024,400,153,05/19/2022,Acme Corp,Plumber,3485 3rd St,Seattle,WA,98101,(647) 881-4903,14 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",500,488,Employer,50000
2704889,FCS701-5976633,03/07/2025,02/05/2022,12000,3810,8190,8190,Davis,John,171-84-8428,8170 Maple Ave,Dallas,TX,75201,04/17/1969,(692) 934-1179,john.davis4889@dummyemail.com,HOME 8170 Maple Ave Dallas TX 75201,,,,,,,,,,,,200,Weekly,08/12/2024,200,81,06/25/2018,United Legal Group,Chef,3814 Maple Ave,Indianapolis,IN,46201,(627) 675-7298,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1800,292,Friend,100000
2705023,FCS501-4605389,05/23/2024,10/09/2013,6000,4040,1960,1960,Taylor,John,158-49-2197,9394 Lakeview Dr,Dallas,TX,75201,02/01/1988,(608) 243-7310,john.taylor5023@mail.com,HOME 9394 Lakeview Dr Dallas TX 75201,,,,,,,,,,,,100,Bi-Weekly,07/14/2025,100,77,04/09/2020,St. Francis Sr. Residence (NLE),Accountant,2669 Main St,Los Angeles,CA,90001,(493) 250-5728,2 years,PRIMARY OWNER INC,National Bonding,900,564,Spouse,150000
2705228,FCS379-4300900,05/16/2025,07/29/2016,2500,1558,942,942,Taylor,John,690-38-2059,6883 Maple Ave,Fort Worth,TX,76101,08/12/1969,(200) 695-7290,john.taylor5228@emailtest.org,HOME 6883 Maple Ave Fort Worth TX 76101,,,,,,,,,,,,500,Monthly,12/31/2022,500,121,09/01/2016,St. Francis Sr. Residence (NLE),Nurse,7922 Pine Ave,Phoenix,AZ,85001,(225) 505-9618,7 years,OWNER NAME LLC,Liberty Bonds Co.,500,230,Father,150000
2705281,FCS625-9208244,08/24/2024,06/25/2016,9000,8314,686,686,White,John,269-92-6896,8292 Walnut St,San Antonio,TX,78201,01/12/1978,(275) 221-8985,john.white5281@example.com,HOME 8292 Walnut St San Antonio TX 78201,,,,,,,,,,,,500,Monthly,04/12/2021,500,45,10/31/2023,Main St Manufacturing,Warehouse Worker,5150 Maple Ave,Washington,DC,20001,(863) 758-7151,14 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1800,1092,Employer,90000
2705587,FCS964-9598410,06/26/2024,07/14/2021,3000,1453,1547,1547,Gonzalez,John,895-86-2064,9191 Washington St,El Paso,TX,79901,11/17/1960,(894) 337-1100,john.gonzalez5587@example.com,HOME 9191 Washington St El Paso TX 79901,Robinson,Mark,669-84-9081,354 3rd St,Philadelphia,PA,19101.0,HOME 354 3rd St Philadelphia PA 19101,09/09/1989,(556) 856-6661,mark.robinson11174@testmail.com,350,Monthly,08/09/2024,350,275,03/24/2019,Acme Corp,Plumber,8715 Hillcrest Rd,Oklahoma City,OK,73101,(245) 914-1921,6 years,PRIMARY OWNER INC,National Bonding,1800,1435,Co-signer,50000
2705656,FCS547-4359008,08/20/2024,11/29/2012,4500,973,3527,3527,Sanchez,John,864-15-6777,6794 Cedar Ln,San Antonio,TX,78201,07/31/1983,(919) 249-6991,john.sanchez5656@emailtest.org,HOME 6794 Cedar Ln San Antonio TX 78201,,,,,,,,,,,,250,Bi-Weekly,10/26/2022,250,98,07/16/2022,Main St Manufacturing,Nurse,4008 Maple Ave,San Jose,CA,95101,(619) 290-4484,16 years,UNITED LEGAL GROUP,Liberty Bonds Co.,900,125,Employer,90000
