DefendantID,CustomersFirstName,CustomersLastName,CustomersState,AccountBalance,TotalBilled,TotalReceived
2709476,Michael,Johnson,TX,9112.0,12000,2888
2701681,William,Lopez,TX,9042.0,12000,2958
2709479,Mary,Johnson,TX,9005.0,12000,2995
2704227,John,Anderson,TX,8985.0,9000,15
2701027,John,Harris,TX,8962.0,9000,38
2709241,Barbara,Harris,TX,8952.0,9000,48
2704407,James,Perez,TX,8945.0,9000,55
2703318,Thomas,Johnson,TX,8893.0,9000,107
2700012,William,Johnson,TX,8886.0,12000,3114
2709698,Anthony,Perez,TX,8874.0,9000,126
2705131,Charles,Rodriguez,TX,8845.0,9000,155
2700727,Charles,Thompson,TX,8817.0,9000,183
2700004,Nancy,White,TX,8812.0,9000,188
2709792,Karen,Jackson,TX,8808.0,12000,3192
2704117,Patricia,Johnson,TX,8803.0,9000,197
2700110,Michael,Brown,TX,8791.0,12000,3209
2705081,Mark,Hernandez,TX,8763.0,12000,3237
2708522,Daniel,Wilson,TX,8759.0,12000,3241
2709941,Michael,Robinson,TX,8756.0,9000,244
2704150,James,Martin,TX,8680.0,9000,320
2702866,Robert,Taylor,TX,8641.0,9000,359
2707942,James,Jackson,TX,8634.0,9000,366
2706749,Margaret,Johnson,TX,8622.0,9000,378
2704906,Elizabeth,White,TX,8610.0,9000,390
2700610,Margaret,Williams,TX,8586.0,9000,414
2703196,Margaret,Garcia,TX,8565.0,9000,435
2705310,Joseph,Smith,TX,8561.0,12000,3439
2703879,Daniel,Anderson,TX,8560.0,9000,440
2709411,Lisa,Moore,TX,8556.0,9000,444
2704032,Christopher,Perez,TX,8518.0,9000,482
2700119,Anthony,Jackson,TX,8489.0,9000,511
2705585,Michael,Williams,TX,8484.0,9000,516
2704044,Robert,Taylor,TX,8483.0,9000,517
2707324,Sandra,Perez,TX,8479.0,9000,521
2701621,Mark,Thomas,TX,8461.0,12000,3539
2700656,Richard,Gonzalez,TX,8447.0,9000,553
2709460,Christopher,Thompson,TX,8439.0,12000,3561
2709754,William,Davis,TX,8438.0,9000,562
2709363,Anthony,Jones,TX,8413.0,9000,587
2708765,Karen,Harris,TX,8394.0,12000,3606
2709970,James,Thomas,TX,8363.0,12000,3637
2706767,Patricia,Hernandez,TX,8329.0,9000,671
2704965,Mary,Anderson,TX,8322.0,9000,678
2705823,James,Williams,TX,8312.0,12000,3688
2705517,William,Thompson,TX,8250.0,12000,3750
2704928,Elizabeth,Taylor,TX,8229.0,12000,3771
2706499,Michael,White,TX,8228.0,9000,772
2706114,Elizabeth,Jones,TX,8226.0,9000,774
2704889,John,Davis,TX,8190.0,12000,3810
2706068,Mark,Ramirez,TX,8186.0,9000,814
2706419,Mary,Wilson,TX,8159.0,9000,841
2707461,Thomas,Johnson,TX,8145.0,12000,3855
2706212,Thomas,Wilson,TX,8138.0,9000,862
2702725,Anthony,Thomas,TX,8135.0,12000,3865
2709146,Margaret,Harris,TX,8132.0,12000,3868
2701217,Margaret,Lee,TX,8125.0,9000,875
2706358,Robert,Jones,TX,8122.0,12000,3878
2709864,Robert,Garcia,TX,8117.0,12000,3883
2709134,Joseph,Robinson,TX,8114.0,12000,3886
2704296,Patricia,Robinson,TX,8090.0,9000,910
2703199,Patricia,Hernandez,TX,8058.0,9000,942
2707503,Christopher,White,TX,8053.0,9000,947
2700514,John,Brown,TX,8034.0,9000,966
2709919,Michael,Thomas,TX,8032.0,9000,968
2705244,David,Clark,TX,8016.0,12000,3984
2704307,Jessica,Lewis,TX,7964.0,9000,1036
2707914,Betty,Clark,TX,7950.0,9000,1050
2704762,Betty,Harris,TX,7949.0,9000,1051
2706559,Barbara,Rodriguez,TX,7937.0,12000,4063
2701970,Linda,Jones,TX,7906.0,12000,4094
2704933,Karen,Lopez,TX,7904.0,12000,4096
2703377,Michael,Davis,TX,7900.0,12000,4100
2708395,Mary,Brown,TX,7894.0,12000,4106
2708287,Daniel,Brown,TX,7877.0,9000,1123
2709087,James,Lopez,TX,7861.0,9000,1139
2709527,Mary,Garcia,TX,7853.0,9000,1147
2703470,Lisa,Martinez,TX,7827.0,9000,1173
2702094,Joseph,Garcia,TX,7818.0,12000,4182
2702191,Sarah,Clark,TX,7745.0,9000,1255
2709688,Linda,Robinson,TX,7743.0,9000,1257
2706664,Betty,Jones,TX,7719.0,9000,1281
2704715,Matthew,Hernandez,TX,7609.0,9000,1391
2709328,Anthony,Garcia,TX,7592.0,12000,4408
2708697,Charles,Garcia,TX,7566.0,12000,4434
2705936,Lisa,Davis,TX,7563.0,9000,1437
2705106,Michael,Jackson,TX,7555.0,9000,1445
2706036,Mark,Harris,TX,7545.0,12000,4455
2706750,Betty,Lopez,TX,7508.0,12000,4492
2701763,John,Gonzalez,TX,7507.0,9000,1493
2701238,Margaret,Williams,TX,7495.0,9000,1505
2704494,David,Anderson,TX,7482.0,9000,1518
2707655,Matthew,Lee,TX,7465.0,9000,1535
2705890,Michael,Miller,TX,7456.0,12000,4544
2703428,David,Thomas,TX,7452.0,12000,4548
2708392,Betty,Martin,TX,7448.0,12000,4552
2706536,Nancy,Martin,TX,7442.0,9000,1558
2702158,John,Lopez,TX,7418.0,9000,1582
2706683,Richard,Jackson,TX,7414.0,9000,1586
2707006,Christopher,Hernandez,TX,7373.0,9000,1627
2706854,William,Gonzalez,TX,7330.0,12000,4670
2701519,Sarah,Gonzalez,TX,7270.0,9000,1730
2700275,John,Miller,TX,7256.0,9000,1744
2706737,Charles,Clark,TX,7244.0,9000,1756
2707081,Margaret,Johnson,TX,7243.0,9000,1757
2706468,Christopher,Hernandez,TX,7242.0,9000,1758
2701261,James,Davis,TX,7220.0,12000,4780
2701108,Barbara,Ramirez,TX,7148.0,12000,4852
2703124,Michael,Anderson,TX,7145.0,12000,4855
2707941,Elizabeth,Anderson,TX,7111.0,9000,1889
2701152,Richard,Clark,TX,7111.0,9000,1889
2708735,David,Lewis,TX,7100.0,9000,1900
2708039,Betty,Williams,TX,7098.0,9000,1902
2702586,Margaret,Ramirez,TX,7053.0,9000,1947
2707828,Barbara,Hernandez,TX,7037.0,9000,1963
2703789,Mary,Gonzalez,TX,7021.0,9000,1979
2704007,Patricia,Hernandez,TX,7018.0,12000,4982
2709358,Mark,Johnson,TX,7011.0,9000,1989
2708038,Christopher,Williams,TX,7003.0,9000,1997
2703797,Matthew,Smith,TX,6985.0,12000,5015
2709282,Mary,Martin,TX,6976.0,9000,2024
2704320,Robert,Smith,TX,6929.0,9000,2071
2706330,Matthew,White,TX,6895.0,9000,2105
2704098,Richard,Lopez,TX,6887.0,9000,2113
2708328,Susan,Perez,TX,6886.0,9000,2114
2701606,Linda,Perez,TX,6884.0,9000,2116
2707958,Thomas,Sanchez,TX,6875.0,9000,2125
2709271,Charles,Thomas,TX,6853.0,9000,2147
2705144,Joseph,Lopez,TX,6799.0,9000,2201
2701071,Matthew,Johnson,TX,6792.0,9000,2208
2707634,Lisa,Moore,TX,6738.0,9000,2262
2709386,Betty,Clark,TX,6733.0,12000,5267
2700797,Charles,Gonzalez,TX,6671.0,9000,2329
2707695,Charles,Robinson,TX,6670.0,12000,5330
2704754,James,Anderson,TX,6652.0,12000,5348
2700707,Margaret,Davis,TX,6567.0,9000,2433
2705754,James,Sanchez,TX,6562.0,12000,5438
2703760,Mary,Thompson,TX,6555.0,9000,2445
2709291,Jessica,Jackson,TX,6541.0,9000,2459
2705162,Thomas,Taylor,TX,6528.0,9000,2472
2702175,Susan,Smith,TX,6509.0,9000,2491
2702776,Margaret,Lopez,TX,6386.0,12000,5614
2701205,Joseph,Thompson,TX,6319.0,9000,2681
2703921,Robert,Sanchez,TX,6273.0,12000,5727
2702420,Jennifer,Thompson,TX,6211.0,12000,5789
2709376,Nancy,Perez,TX,6210.0,12000,5790
2706957,James,White,TX,6195.0,12000,5805
2701275,Daniel,Taylor,TX,6168.0,9000,2832
2705816,James,Johnson,TX,6137.0,9000,2863
2704232,Betty,Clark,TX,6098.0,9000,2902
2708829,Lisa,Jackson,TX,6088.0,9000,2912
2709686,Thomas,Davis,TX,6087.0,9000,2913
2702577,Thomas,Brown,TX,6053.0,9000,2947
2702446,Anthony,Lee,TX,6032.0,12000,5968
2703707,Susan,Martinez,TX,6025.0,12000,5975
2709907,Daniel,Smith,TX,6025.0,12000,5975
2704487,Mark,Brown,TX,6022.0,12000,5978
2705223,Lisa,Smith,TX,5980.0,12000,6020
2709244,Anthony,Lopez,TX,5927.0,6000,73
2705563,Matthew,Clark,TX,5924.0,9000,3076
2701214,Christopher,White,TX,5922.0,12000,6078
2708137,Joseph,Lee,TX,5921.0,6000,79
2707811,Daniel,Robinson,TX,5898.0,6000,102
2700394,Elizabeth,Lee,TX,5894.0,6000,106
2709467,Susan,Davis,TX,5882.0,12000,6118
2709100,Daniel,Gonzalez,TX,5873.0,12000,6127
2702929,Nancy,Williams,TX,5872.0,9000,3128
2708347,Mary,Miller,TX,5858.0,12000,6142
2704683,Christopher,Gonzalez,TX,5839.0,9000,3161
2708860,James,Davis,TX,5838.0,6000,162
2701559,Linda,Rodriguez,TX,5822.0,12000,6178
2702485,Karen,Clark,TX,5813.0,12000,6187
2708657,Robert,Williams,TX,5808.0,12000,6192
2704619,Joseph,Ramirez,TX,5803.0,12000,6197
2705259,Anthony,Davis,TX,5784.0,9000,3216
2707749,Robert,Anderson,TX,5774.0,6000,226
2704802,James,Garcia,TX,5745.0,9000,3255
2709969,Lisa,Lee,TX,5740.0,6000,260
2707904,Michael,Lewis,TX,5710.0,6000,290
2703042,Daniel,Martin,TX,5705.0,6000,295
2703061,Jessica,Williams,TX,5696.0,6000,304
2701633,Patricia,Robinson,TX,5688.0,9000,3312
2702221,Nancy,Ramirez,TX,5687.0,12000,6313
2701614,Joseph,Lee,TX,5680.0,6000,320
2705361,Sarah,Johnson,TX,5679.0,9000,3321
2708558,Richard,Thomas,TX,5659.0,12000,6341
2701356,William,Wilson,TX,5647.0,6000,353
2709303,Barbara,Brown,TX,5640.0,12000,6360
2701373,Sandra,Lee,TX,5639.0,12000,6361
2706762,Daniel,Moore,TX,5636.0,12000,6364
2703330,David,Moore,TX,5621.0,9000,3379
2703268,John,White,TX,5607.0,9000,3393
2701812,Anthony,Gonzalez,TX,5607.0,9000,3393
2707040,Joseph,Davis,TX,5606.0,9000,3394
2701227,Sarah,Smith,TX,5590.0,6000,410
2702068,Susan,White,TX,5574.0,6000,426
2705285,Susan,Williams,TX,5571.0,6000,429
2707641,Jennifer,Davis,TX,5565.0,6000,435
2707138,Daniel,Ramirez,TX,5551.0,6000,449
2705956,Anthony,Martin,TX,5535.0,6000,465
2705567,Sarah,Robinson,TX,5534.0,12000,6466
2709898,Anthony,Smith,TX,5487.0,9000,3513
2709711,Robert,Hernandez,TX,5483.0,6000,517
2700100,David,Rodriguez,TX,5478.0,6000,522
2701804,Lisa,Martin,TX,5467.0,6000,533
2701035,Lisa,Smith,TX,5462.0,12000,6538
2708196,Linda,Rodriguez,TX,5450.0,6000,550
2708990,Joseph,White,TX,5447.0,6000,553
2701068,Robert,Brown,TX,5412.0,9000,3588
2707689,Robert,Jones,TX,5411.0,12000,6589
2703162,Sandra,Garcia,TX,5410.0,6000,590
2706552,Lisa,Harris,TX,5375.0,9000,3625
2701263,James,Harris,TX,5369.0,12000,6631
2700561,Barbara,Lewis,TX,5334.0,9000,3666
2708546,James,Lee,TX,5329.0,9000,3671
2703783,David,White,TX,5305.0,9000,3695
2708694,John,Jones,TX,5293.0,12000,6707
2708597,Robert,Rodriguez,TX,5274.0,9000,3726
2705508,Matthew,Anderson,TX,5267.0,6000,733
2701947,Jennifer,Martin,TX,5267.0,12000,6733
2705341,Richard,Anderson,TX,5245.0,12000,6755
2701769,Sandra,Thompson,TX,5234.0,6000,766
2703008,Barbara,Martin,TX,5228.0,6000,772
2704293,Patricia,Rodriguez,TX,5205.0,6000,795
2705988,Mary,Smith,TX,5155.0,6000,845
2702162,Betty,Brown,TX,5149.0,12000,6851
2704823,Patricia,Gonzalez,TX,5139.0,6000,861
2703534,David,Lewis,TX,5115.0,12000,6885
2706207,Mary,Wilson,TX,5101.0,9000,3899
2707959,John,Lewis,TX,5098.0,6000,902
2701780,Thomas,Wilson,TX,5089.0,9000,3911
2708567,Margaret,Thompson,TX,5086.0,9000,3914
2703651,Thomas,Smith,TX,5075.0,9000,3925
2706670,Anthony,Martin,TX,5075.0,6000,925
2708873,Jessica,Garcia,TX,5075.0,9000,3925
2700697,James,Jones,TX,5064.0,9000,3936
2708479,James,Moore,TX,5060.0,6000,940
2704429,Jessica,Brown,TX,5044.0,9000,3956
2706837,David,Sanchez,TX,5035.0,6000,965
2705207,Patricia,Miller,TX,5001.0,6000,999
2703940,Barbara,White,TX,4997.0,6000,1003
2709099,Elizabeth,Smith,TX,4994.0,12000,7006
2702403,Sandra,Jones,TX,4993.0,9000,4007
2708339,Nancy,Perez,TX,4956.0,12000,7044
2701128,Margaret,Wilson,TX,4949.0,9000,4051
2700438,John,Hernandez,TX,4944.0,9000,4056
2708537,Jessica,Williams,TX,4936.0,9000,4064
2707451,Michael,Thompson,TX,4919.0,6000,1081
2709135,Daniel,Lewis,TX,4906.0,6000,1094
2702652,Mark,Anderson,TX,4905.0,6000,1095
2708324,Richard,Brown,TX,4904.0,9000,4096
2701218,Margaret,Perez,TX,4903.0,6000,1097
2705461,David,Brown,TX,4862.0,6000,1138
2708078,Matthew,Perez,TX,4782.0,12000,7218
2707498,Christopher,Sanchez,TX,4778.0,6000,1222
2700145,Sarah,Thomas,TX,4763.0,9000,4237
2708841,Elizabeth,Harris,TX,4750.0,6000,1250
2707093,Michael,Brown,TX,4741.0,9000,4259
2701314,Mark,Miller,TX,4730.0,9000,4270
2706075,Betty,Jackson,TX,4728.0,6000,1272
2702194,Margaret,Brown,TX,4718.0,6000,1282
2701976,Linda,White,TX,4715.0,12000,7285
2703321,Anthony,Thomas,TX,4711.0,12000,7289
2706197,Barbara,Williams,TX,4684.0,6000,1316
2707608,Sarah,Brown,TX,4678.0,6000,1322
2704263,Michael,Moore,TX,4677.0,9000,4323
2700341,Thomas,Lopez,TX,4623.0,12000,7377
2706703,Michael,Miller,TX,4608.0,9000,4392
2708568,David,Jones,TX,4602.0,9000,4398
2702415,Margaret,White,TX,4565.0,12000,7435
2705003,Sandra,Robinson,TX,4564.0,6000,1436
2702150,Betty,Lewis,TX,4559.0,6000,1441
2702710,Linda,Miller,TX,4532.0,12000,7468
2704380,Jessica,Thomas,TX,4511.0,9000,4489
2703803,Jessica,Jackson,TX,4502.0,12000,7498
2709265,Barbara,Smith,TX,4500.0,4500,0
2703022,Thomas,Perez,TX,4495.0,9000,4505
2704788,Joseph,Lee,TX,4492.0,4500,8
2701529,James,Perez,TX,4487.0,6000,1513
2703659,William,Thompson,TX,4483.0,4500,17
2704941,Thomas,Brown,TX,4482.0,6000,1518
2704790,Mark,Wilson,TX,4470.0,6000,1530
2706697,Lisa,Thompson,TX,4457.0,4500,43
2708255,Karen,Clark,TX,4433.0,6000,1567
2707965,Jennifer,Thomas,TX,4429.0,4500,71
2701253,Thomas,Taylor,TX,4420.0,4500,80
2709760,Karen,Jones,TX,4405.0,6000,1595
2703192,Margaret,Brown,TX,4399.0,9000,4601
2706748,John,Smith,TX,4390.0,9000,4610
2709732,Jessica,Garcia,TX,4383.0,6000,1617
2708117,Mark,Gonzalez,TX,4383.0,12000,7617
2702507,Linda,Taylor,TX,4368.0,4500,132
2708924,Daniel,Martinez,TX,4368.0,6000,1632
2701203,Daniel,Williams,TX,4360.0,6000,1640
2703985,Daniel,Miller,TX,4353.0,12000,7647
2704770,Anthony,White,TX,4348.0,4500,152
2704221,Patricia,Robinson,TX,4342.0,4500,158
2703183,Patricia,Rodriguez,TX,4341.0,4500,159
2700038,David,Garcia,TX,4330.0,4500,170
2702302,Joseph,Robinson,TX,4327.0,12000,7673
2701820,Mary,Clark,TX,4315.0,9000,4685
2702502,Jennifer,Harris,TX,4301.0,4500,199
2701995,Patricia,Lewis,TX,4294.0,9000,4706
2705671,Jessica,Anderson,TX,4280.0,6000,1720
2704837,David,Moore,TX,4250.0,12000,7750
2707720,Mark,Taylor,TX,4245.0,12000,7755
2702871,Elizabeth,Martin,TX,4240.0,12000,7760
2705145,Mark,Lewis,TX,4234.0,4500,266
2705199,Jennifer,Martinez,TX,4232.0,4500,268
2704602,Sarah,Martinez,TX,4228.0,6000,1772
2700752,Patricia,Thompson,TX,4195.0,4500,305
2708620,David,White,TX,4193.0,9000,4807
2702704,Susan,Hernandez,TX,4167.0,6000,1833
2709797,William,Clark,TX,4165.0,4500,335
2702423,Thomas,Jones,TX,4152.0,4500,348
2708187,Lisa,Jones,TX,4130.0,9000,4870
2702600,Jessica,Perez,TX,4130.0,4500,370
2707109,Mary,Williams,TX,4126.0,4500,374
2708108,Patricia,Anderson,TX,4116.0,9000,4884
2707759,Thomas,Harris,TX,4111.0,4500,389
2706390,Lisa,Smith,TX,4105.0,9000,4895
2707859,Daniel,Brown,TX,4097.0,4500,403
2702129,Karen,Lewis,TX,4096.0,4500,404
2705772,Charles,Martinez,TX,4096.0,6000,1904
2700834,Patricia,Anderson,TX,4072.0,6000,1928
2704070,Jennifer,Anderson,TX,4070.0,4500,430
2703208,Sandra,Perez,TX,4061.0,9000,4939
2700962,Daniel,Harris,TX,4061.0,6000,1939
2701789,Robert,Gonzalez,TX,4059.0,4500,441
2701994,Charles,Jones,TX,4055.0,12000,7945
2702365,Joseph,Williams,TX,4035.0,9000,4965
2700538,Richard,Garcia,TX,4032.0,4500,468
2705345,Barbara,Lopez,TX,4021.0,6000,1979
2704893,Margaret,Taylor,TX,4021.0,4500,479
2701545,James,Smith,TX,4003.0,9000,4997
2701240,Mary,Lewis,TX,4000.0,6000,2000
2708054,Anthony,Johnson,TX,3997.0,4500,503
2701883,Susan,Hernandez,TX,3996.0,6000,2004
2709217,Anthony,Gonzalez,TX,3990.0,4500,510
2705409,Richard,Davis,TX,3988.0,4500,512
2700539,David,White,TX,3982.0,4500,518
2707403,Linda,Garcia,TX,3981.0,4500,519
2709568,Jennifer,Gonzalez,TX,3978.0,4500,522
2704180,Jennifer,Brown,TX,3976.0,6000,2024
2709238,Joseph,Moore,TX,3971.0,6000,2029
2706729,Robert,Gonzalez,TX,3968.0,12000,8032
2706849,Thomas,Brown,TX,3962.0,4500,538
2703103,Charles,Ramirez,TX,3960.0,9000,5040
2709570,David,Harris,TX,3955.0,6000,2045
2707911,Daniel,Moore,TX,3940.0,12000,8060
2706976,Jennifer,Garcia,TX,3923.0,4500,577
2702668,Nancy,Thompson,TX,3922.0,12000,8078
2704465,Jennifer,Garcia,TX,3907.0,12000,8093
2701111,Joseph,Harris,TX,3904.0,9000,5096
2709519,Patricia,Ramirez,TX,3896.0,9000,5104
2706177,Karen,Martin,TX,3893.0,4500,607
2704243,Christopher,Clark,TX,3885.0,6000,2115
2701926,Charles,Rodriguez,TX,3881.0,12000,8119
2702875,Matthew,Hernandez,TX,3877.0,9000,5123
2700643,William,Thompson,TX,3866.0,6000,2134
2704779,Sandra,Johnson,TX,3864.0,6000,2136
2705721,Margaret,Thomas,TX,3863.0,4500,637
2700278,Barbara,Williams,TX,3862.0,9000,5138
2704328,James,Rodriguez,TX,3860.0,12000,8140
2706446,David,Miller,TX,3856.0,9000,5144
2702359,Matthew,Smith,TX,3854.0,4500,646
2709691,Thomas,Rodriguez,TX,3848.0,4500,652
2702230,Linda,Rodriguez,TX,3843.0,4500,657
2709651,Betty,White,TX,3838.0,12000,8162
2703859,Mark,Clark,TX,3835.0,9000,5165
2700432,Elizabeth,Lewis,TX,3832.0,6000,2168
2705453,Nancy,Martinez,TX,3831.0,4500,669
2708770,Christopher,Clark,TX,3813.0,6000,2187
2702721,Matthew,Moore,TX,3810.0,4500,690
2703535,Elizabeth,Brown,TX,3808.0,6000,2192
2706786,William,Clark,TX,3807.0,12000,8193
2705294,Karen,Davis,TX,3789.0,9000,5211
2706228,Thomas,Lopez,TX,3787.0,4500,713
2705430,Betty,Anderson,TX,3782.0,4500,718
2700126,John,Rodriguez,TX,3778.0,4500,722
2707077,Michael,Perez,TX,3773.0,4500,727
2709586,James,Thomas,TX,3773.0,9000,5227
2704685,Michael,Perez,TX,3772.0,4500,728
2703728,Linda,Clark,TX,3770.0,6000,2230
2708813,Matthew,Harris,TX,3750.0,4500,750
2709035,Michael,Garcia,TX,3747.0,4500,753
2706775,Charles,Martinez,TX,3734.0,9000,5266
2706865,Christopher,Harris,TX,3720.0,4500,780
2702202,John,Miller,TX,3719.0,4500,781
2704678,Joseph,Anderson,TX,3716.0,6000,2284
2701120,Sarah,Thomas,TX,3706.0,9000,5294
2702362,Christopher,Garcia,TX,3692.0,12000,8308
2704303,Jennifer,Rodriguez,TX,3682.0,6000,2318
2703631,Mary,Lee,TX,3682.0,12000,8318
2704331,Nancy,Sanchez,TX,3680.0,9000,5320
2705497,Michael,Johnson,TX,3676.0,6000,2324
2703146,Betty,Jackson,TX,3671.0,6000,2329
2702172,Jennifer,Lopez,TX,3669.0,6000,2331
2706509,Patricia,White,TX,3635.0,12000,8365
2702821,Michael,Ramirez,TX,3634.0,9000,5366
2707639,Jessica,Martin,TX,3609.0,12000,8391
2703361,Sandra,Anderson,TX,3604.0,6000,2396
2703355,Jessica,Robinson,TX,3598.0,6000,2402
2705107,Sarah,Hernandez,TX,3595.0,6000,2405
2707519,Richard,Brown,TX,3588.0,4500,912
2705949,Charles,Anderson,TX,3579.0,4500,921
2704803,Sarah,White,TX,3566.0,4500,934
2703187,Matthew,Clark,TX,3563.0,4500,937
2709456,Richard,Anderson,TX,3556.0,9000,5444
2706079,Anthony,Martinez,TX,3550.0,4500,950
2708480,Jennifer,Lopez,TX,3548.0,6000,2452
2705141,Linda,Wilson,TX,3530.0,4500,970
2705829,Michael,Moore,TX,3527.0,6000,2473
2705656,John,Sanchez,TX,3527.0,4500,973
2705811,Thomas,Moore,TX,3519.0,4500,981
2709799,Lisa,Hernandez,TX,3519.0,9000,5481
2704525,Lisa,Miller,TX,3515.0,9000,5485
2700904,Jennifer,Martinez,TX,3513.0,9000,5487
2707603,Michael,Sanchez,TX,3504.0,4500,996
2705210,Sarah,Hernandez,TX,3496.0,6000,2504
2707847,Daniel,Taylor,TX,3479.0,6000,2521
2703657,Mark,Moore,TX,3470.0,6000,2530
2708489,James,Thompson,TX,3468.0,4500,1032
2708447,David,Gonzalez,TX,3467.0,4500,1033
2706442,Barbara,Taylor,TX,3463.0,12000,8537
2700791,Jennifer,Thomas,TX,3462.0,6000,2538
2701003,Joseph,Garcia,TX,3452.0,4500,1048
2708793,Betty,Moore,TX,3437.0,6000,2563
2701620,Betty,Harris,TX,3431.0,4500,1069
2704536,James,Ramirez,TX,3428.0,4500,1072
2700071,Jennifer,Gonzalez,TX,3427.0,6000,2573
2706682,Mark,Rodriguez,TX,3426.0,4500,1074
2704419,David,Martin,TX,3422.0,6000,2578
2706221,David,Hernandez,TX,3406.0,6000,2594
2707532,John,Martinez,TX,3394.0,6000,2606
2700016,Margaret,Anderson,TX,3389.0,4500,1111
2702164,Sandra,Johnson,TX,3372.0,9000,5628
2702280,Jennifer,Garcia,TX,3371.0,6000,2629
2700259,Linda,White,TX,3347.0,9000,5653
2709729,Charles,Martinez,TX,3343.0,12000,8657
2709761,Nancy,Ramirez,TX,3340.0,9000,5660
2704329,Christopher,Thompson,TX,3328.0,9000,5672
2700411,James,Martinez,TX,3308.0,12000,8692
2702277,Linda,Hernandez,TX,3298.0,4500,1202
2704276,Betty,Martinez,TX,3285.0,9000,5715
2705958,Karen,Rodriguez,TX,3284.0,12000,8716
2703857,Jennifer,Perez,TX,3252.0,9000,5748
2707778,Anthony,Ramirez,TX,3245.0,9000,5755
2706400,Anthony,Davis,TX,3245.0,6000,2755
2707964,Sarah,White,TX,3244.0,6000,2756
2708105,Matthew,Moore,TX,3243.0,9000,5757
2709567,James,Martinez,TX,3241.0,4500,1259
2707068,Nancy,White,TX,3235.0,12000,8765
2707697,Matthew,Jones,TX,3227.0,6000,2773
2702590,Karen,Taylor,TX,3220.0,4500,1280
2706621,Susan,Ramirez,TX,3219.0,6000,2781
2700397,Karen,Anderson,TX,3215.0,4500,1285
2706138,James,Anderson,TX,3214.0,6000,2786
2704067,Charles,Rodriguez,TX,3203.0,4500,1297
2704679,Jessica,Jackson,TX,3198.0,9000,5802
2705183,James,White,TX,3197.0,9000,5803
2706968,Joseph,Gonzalez,TX,3178.0,12000,8822
2706037,Thomas,Rodriguez,TX,3171.0,4500,1329
2701816,Linda,White,TX,3165.0,9000,5835
