DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount
2700204,FCS917-1931723,01/28/2024,02/27/2023,12000,6248,5752,5752,Gonzalez,John,361-32-4933,6635 Pine Ave,New York,NY,10001,09/06/1968,(366) 597-7592,john.gonzalez204@testmail.com,HOME 6635 Pine Ave New York NY 10001,,,,,,,,,,,,200,Monthly,07/21/2022,200,125,11/12/2024,Global Services LLC,Accountant,9987 Cedar Ln,Jacksonville,FL,32099,(881) 298-7020,16 years,OWNER NAME LLC,Liberty Bonds Co.,1500,794,Mother,90000
2700219,FCS524-1403608,05/10/2025,01/01/2018,4500,2106,2394,2394,Brown,John,201-79-3755,4775 Cedar Ln,Philadelphia,PA,19101,12/05/1972,(986) 291-3526,john.brown219@testmail.com,HOME 4775 Cedar Ln Philadelphia PA 19101,,,,,,,,,,,,200,Monthly,04/28/2024,200,83,12/01/2017,St. Francis Sr. Residence (NLE),Security Guard,4982 Birch St,Houston,TX,77001,(527) 345-7763,10 years,PRIMARY OWNER INC,Liberty Bonds Co.,500,26,Friend,75000
2700225,FCS448-1913231,10/23/2024,07/17/2022,2000,1932,68,68,Harris,John,714-89-8184,1667 Walnut St,Denver,CO,80014,03/14/1961,(287) 262-1546,john.harris225@dummyemail.com,HOME 1667 Walnut St Denver CO 80014,,,,,,,,,,,,150,Monthly,03/23/2021,150,113,06/30/2016,Acme Corp,Dietary Aide,7175 Pine Ave,Houston,TX,77001,(893) 257-1855,9 years,UNITED LEGAL GROUP,Liberty Bonds Co.,500,316,Sibling,75000
2700253,FCS747-8467845,11/27/2024,02/23/2011,1500,238,1262,1262,Brown,John,600-92-9351,3785 Main St,Denver,CO,80014,01/07/1993,(480) 910-2549,john.brown253@emailtest.org,HOME 3785 Main St Denver CO 80014,Lee,Jessica,819-65-5888,9462 Cedar Ln,Houston,TX,77001.0,HOME 9462 Cedar Ln Houston TX 77001,03/06/1969,(265) 930-9806,jessica.lee506@mail.com,400,Weekly,12/27/2020,400,201,02/12/2022,Main St Manufacturing,Electrician,8104 Pine Ave,Indianapolis,IN,46201,(798) 751-3033,6 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1800,1423,Sibling,50000
2700273,FCS991-3653705,12/17/2023,03/07/2014,3000,578,2422,2422,Davis,John,178-11-7823,2552 Elm St,San Francisco,CA,94101,07/28/1962,(966) 740-5907,john.davis273@dummyemail.com,HOME 2552 Elm St San Francisco CA 94101,,,,,,,,,,,,350,Bi-Weekly,04/05/2025,350,330,09/05/2023,St. Francis Sr. Residence (NLE),Accountant,1922 Cedar Ln,Los Angeles,CA,90001,(857) 232-3843,16 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1500,867,Mother,150000
2700275,FCS128-5018645,08/31/2024,07/15/2014,9000,1744,7256,7256,Miller,John,711-11-6064,3175 2nd St,San Antonio,TX,78201,11/26/1952,(446) 475-2393,john.miller275@emailtest.org,HOME 3175 2nd St San Antonio TX 78201,,,,,,,,,,,,500,Monthly,02/23/2021,500,161,12/04/2016,Acme Corp,Retail Clerk,5943 Hillcrest Rd,Fort Worth,TX,76101,(712) 399-6152,12 years,PRIMARY OWNER INC,ABC Insurance Co.,500,169,Sibling,150000
2700292,FCS461-5066398,09/22/2025,05/26/2025,2000,1423,577,577,Williams,John,606-17-4481,315 Washington St,Charlotte,NC,28201,07/18/1984,(392) 699-2712,john.williams292@testmail.com,HOME 315 Washington St Charlotte NC 28201,Harris,Charles,640-75-6134,5208 Walnut St,Boston,MA,2101.0,HOME 5208 Walnut St Boston MA 02101,10/25/1953,(716) 308-3130,charles.harris584@mail.com,350,Bi-Weekly,06/01/2023,350,317,08/22/2021,United Legal Group,Mechanic,3179 Pine Ave,Dallas,TX,75201,(633) 368-6032,18 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1500,219,Parent,75000
2700307,FCS123-4758452,09/08/2024,07/10/2016,4500,2931,1569,1569,Ramirez,John,261-46-2225,8855 3rd St,San Diego,CA,92101,06/13/1996,(825) 712-6115,john.ramirez307@dummyemail.com,HOME 8855 3rd St San Diego CA 92101,,,,,,,,,,,,150,Weekly,07/09/2023,150,67,03/17/2023,St. Francis Sr. Residence (NLE),Security Guard,5638 Spruce St,Dallas,TX,75201,(405) 542-1973,4 years,OWNER NAME LLC,National Bonding,1200,127,Friend,100000
2700383,FCS222-4766788,08/21/2025,09/04/2011,12000,8938,3062,3062,Smith,John,764-70-7325,4727 4th St,Fort Worth,TX,76101,05/05/1990,(966) 443-9037,john.smith383@emailtest.org,HOME 4727 4th St Fort Worth TX 76101,Anderson,Christopher,590-29-8441,8889 Forest Ave,San Diego,CA,92101.0,HOME 8889 Forest Ave San Diego CA 92101,12/14/1952,(493) 852-3856,christopher.anderson766@dummyemail.com,300,Monthly,12/10/2022,300,10,09/21/2020,Acme Corp,Driver,797 Walnut St,Columbus,OH,43085,(927) 754-4718,12 years,OWNER NAME LLC,United Surety,900,415,Sibling,100000
2700408,FCS800-3153928,07/16/2025,07/09/2011,9000,7281,1719,1719,Taylor,John,285-69-5501,9357 Birch St,Seattle,WA,98101,05/16/1954,(459) 799-2927,john.taylor408@emailtest.org,HOME 9357 Birch St Seattle WA 98101,,,,,,,,,,,,500,Bi-Weekly,08/31/2025,500,83,04/30/2016,Acme Corp,Dietary Aide,5529 Spruce St,Houston,TX,77001,(903) 358-2258,6 years,UNITED LEGAL GROUP,Liberty Bonds Co.,900,5,Sibling,75000
2700438,FCS209-5433920,04/27/2024,02/20/2024,9000,4056,4944,4944,Hernandez,John,272-33-2701,375 Cherry Ln,San Antonio,TX,78201,05/13/1961,(373) 955-9350,john.hernandez438@mail.com,HOME 375 Cherry Ln San Antonio TX 78201,,,,,,,,,,,,100,Weekly,10/24/2023,100,34,05/08/2022,United Legal Group,Administrative Assistant,9071 Lakeview Dr,Los Angeles,CA,90001,(640) 416-7364,6 years,PRIMARY OWNER INC,United Surety,900,414,Sister,100000
2700463,FCS164-1925278,03/15/2024,07/27/2019,9000,3310,5690,5690,Williams,John,784-34-6486,517 Oak St,Chicago,IL,60601,08/30/1983,(740) 257-5575,john.williams463@example.com,HOME 517 Oak St Chicago IL 60601,Williams,Karen,855-51-1890,7524 Spruce St,Oklahoma City,OK,73101.0,HOME 7524 Spruce St Oklahoma City OK 73101,11/24/1955,(844) 734-4209,karen.williams926@emailtest.org,500,Weekly,03/09/2023,500,321,06/29/2017,St. Francis Sr. Residence (NLE),Customer Service,3712 Sunset Blvd,Dallas,TX,75201,(217) 707-8219,14 years,PRIMARY OWNER INC,Liberty Bonds Co.,900,59,Mother,75000
2700506,FCS154-9921066,06/19/2024,11/20/2022,3000,2819,181,181,Thomas,John,717-89-4562,7478 2nd St,Houston,TX,77001,05/26/1951,(857) 902-6251,john.thomas506@mail.com,HOME 7478 2nd St Houston TX 77001,,,,,,,,,,,,150,Monthly,11/21/2023,150,116,07/07/2021,Main St Manufacturing,Software Engineer,8928 Birch St,Washington,DC,20001,(781) 793-7972,18 years,OWNER NAME LLC,National Bonding,500,156,Co-signer,100000
2700508,FCS115-4105702,07/09/2024,10/29/2014,1000,16,984,984,Thompson,John,634-59-8558,7210 Birch St,Houston,TX,77001,01/24/1954,(230) 720-8878,john.thompson508@dummyemail.com,HOME 7210 Birch St Houston TX 77001,Williams,Sarah,402-34-7105,6386 Pine Ave,San Jose,CA,95101.0,HOME 6386 Pine Ave San Jose CA 95101,07/15/1945,(941) 440-5740,sarah.williams1016@testmail.com,250,Weekly,05/10/2021,250,150,08/09/2021,St. Francis Sr. Residence (NLE),Administrative Assistant,4627 Spruce St,Oklahoma City,OK,73101,(984) 763-3265,6 years,PRIMARY OWNER INC,United Surety,1500,1205,Co-signer,50000
2700514,FCS593-2105804,01/16/2024,10/07/2018,9000,966,8034,8034,Brown,John,688-57-1016,3016 Walnut St,Houston,TX,77001,09/24/1957,(522) 390-8002,john.brown514@example.com,HOME 3016 Walnut St Houston TX 77001,,,,,,,,,,,,100,Weekly,11/29/2022,100,29,01/16/2025,Global Services LLC,Security Guard,9430 Cedar Ln,San Antonio,TX,78201,(244) 233-8575,2 years,UNITED LEGAL GROUP,National Bonding,1200,30,Spouse,100000
2700555,FCS686-3645228,04/19/2024,03/04/2024,2500,479,2021,2021,Hernandez,John,887-62-4577,788 Cedar Ln,Denver,CO,80014,07/04/1978,(523) 975-7590,john.hernandez555@mail.com,HOME 788 Cedar Ln Denver CO 80014,,,,,,,,,,,,500,Weekly,11/30/2024,500,415,08/11/2017,Global Services LLC,Manager,4960 Elm St,Los Angeles,CA,90001,(641) 586-2245,10 years,PRIMARY OWNER INC,National Bonding,1800,55,Father,90000
2700584,FCS132-6624077,07/16/2024,08/27/2019,4500,1110,3390,3390,Jackson,John,469-35-7705,9008 3rd St,New York,NY,10001,11/23/1950,(547) 676-8795,john.jackson584@emailtest.org,HOME 9008 3rd St New York NY 10001,,,,,,,,,,,,100,Monthly,08/27/2023,100,31,05/31/2017,Acme Corp,Waiter,301 Main St,Charlotte,NC,28201,(421) 830-8560,2 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1500,351,Sibling,50000
2700605,FCS532-8760737,03/10/2025,01/20/2014,1000,366,634,634,Anderson,John,204-13-8547,3435 Oak St,Indianapolis,IN,46201,08/13/1991,(325) 570-7295,john.anderson605@testmail.com,HOME 3435 Oak St Indianapolis IN 46201,,,,,,,,,,,,500,Weekly,06/22/2024,500,385,06/17/2018,Global Services LLC,Security Guard,3647 Maple Ave,San Francisco,CA,94101,(525) 514-4739,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1500,607,Parent,90000
2700672,FCS418-7168050,04/21/2025,12/09/2022,2000,214,1786,1786,Martinez,John,165-49-8919,942 Maple Ave,Oklahoma City,OK,73101,09/03/1963,(432) 863-6287,john.martinez672@example.com,HOME 942 Maple Ave Oklahoma City OK 73101,Anderson,Sarah,216-51-7447,8846 4th St,Chicago,IL,60601.0,HOME 8846 4th St Chicago IL 60601,05/12/1943,(796) 854-8174,sarah.anderson1344@dummyemail.com,500,Weekly,03/06/2021,500,447,10/11/2025,United Legal Group,Construction Worker,5057 Sunset Blvd,Jacksonville,FL,32099,(636) 724-5782,8 years,UNITED LEGAL GROUP,Liberty Bonds Co.,1800,1659,Employer,50000
2700673,FCS879-4890678,01/23/2025,06/20/2020,2500,88,2412,2412,Wilson,John,323-27-6231,7960 Washington St,Oklahoma City,OK,73101,09/25/1994,(718) 877-4412,john.wilson673@example.com,HOME 7960 Washington St Oklahoma City OK 73101,,,,,,,,,,,,500,Bi-Weekly,06/02/2023,500,361,09/05/2017,Main St Manufacturing,Driver,7295 Lakeview Dr,Houston,TX,77001,(721) 602-4414,1 years,OWNER NAME LLC,National Bonding,500,169,Father,90000
2700690,FCS714-4632437,12/25/2023,07/17/2012,2500,2229,271,271,Brown,John,510-11-5635,9575 3rd St,El Paso,TX,79901,06/13/1957,(990) 225-1779,john.brown690@testmail.com,HOME 9575 3rd St El Paso TX 79901,,,,,,,,,,,,200,Monthly,09/21/2021,200,135,03/08/2022,Global Services LLC,Sales Associate,2050 Birch St,Seattle,WA,98101,(233) 965-2185,19 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1200,295,Parent,75000
2700735,FCS917-2355962,07/07/2025,02/03/2016,3000,384,2616,2616,Thomas,John,781-48-6636,5956 Ridgeway Dr,Oklahoma City,OK,73101,09/24/1969,(905) 664-1512,john.thomas735@dummyemail.com,HOME 5956 Ridgeway Dr Oklahoma City OK 73101,Moore,Jennifer,210-63-8465,3373 Lakeview Dr,Charlotte,NC,28201.0,HOME 3373 Lakeview Dr Charlotte NC 28201,06/11/1962,(594) 297-3300,jennifer.moore1470@example.com,350,Bi-Weekly,12/24/2022,350,216,12/12/2023,United Legal Group,Sales Associate,4316 Maple Ave,Philadelphia,PA,19101,(971) 634-1470,16 years,PRIMARY OWNER INC,National Bonding,500,261,Mother,100000
2700753,FCS766-2559402,01/18/2025,11/13/2019,9000,1054,7946,7946,Lewis,John,311-37-8708,3247 Spruce St,Charlotte,NC,28201,08/01/1952,(689) 909-3229,john.lewis753@example.com,HOME 3247 Spruce St Charlotte NC 28201,,,,,,,,,,,,250,Weekly,07/11/2022,250,249,01/03/2016,United Legal Group,Accountant,2272 Elm St,Boston,MA,2101,(374) 952-5429,3 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1500,1379,Friend,75000
2700806,FCS334-3182067,05/07/2024,08/18/2013,2000,1818,182,182,Robinson,John,592-14-2524,5441 2nd St,Fort Worth,TX,76101,03/17/1987,(413) 806-3158,john.robinson806@emailtest.org,HOME 5441 2nd St Fort Worth TX 76101,,,,,,,,,,,,500,Monthly,11/04/2025,500,265,06/15/2021,United Legal Group,Nurse,4222 Elm St,San Jose,CA,95101,(781) 570-7696,5 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,1800,803,Employer,90000
2700818,FCS255-6018967,10/31/2024,09/15/2019,2500,291,2209,2209,Jackson,John,735-30-7083,6199 Pine Ave,Phoenix,AZ,85001,10/11/1978,(438) 722-1583,john.jackson818@dummyemail.com,HOME 6199 Pine Ave Phoenix AZ 85001,,,,,,,,,,,,150,Weekly,05/22/2021,150,63,02/07/2025,Acme Corp,Retail Clerk,5822 Lakeview Dr,Detroit,MI,48201,(905) 517-5160,2 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",1200,1018,Co-signer,90000
2700842,FCS300-7023070,03/31/2025,11/14/2023,3000,1418,1582,1582,Jackson,John,758-28-5175,7496 Sunset Blvd,El Paso,TX,79901,08/28/1957,(275) 265-8855,john.jackson842@mail.com,HOME 7496 Sunset Blvd El Paso TX 79901,,,,,,,,,,,,500,Monthly,02/07/2022,500,363,10/19/2021,Global Services LLC,Driver,5918 Birch St,Boston,MA,2101,(674) 641-2705,3 years,OWNER NAME LLC,United Surety,1800,597,Sibling,75000
2700860,FCS254-3663876,10/26/2025,09/10/2025,9000,422,8578,8578,Garcia,John,531-83-1868,4869 Sunset Blvd,Columbus,OH,43085,08/07/1987,(574) 715-6309,john.garcia860@mail.com,HOME 4869 Sunset Blvd Columbus OH 43085,,,,,,,,,,,,300,Bi-Weekly,03/03/2023,300,6,05/09/2025,Main St Manufacturing,Sales Associate,418 Spruce St,Dallas,TX,75201,(650) 359-5211,10 years,OWNER NAME LLC,United Surety,1500,445,Mother,150000
2700869,FCS798-8959777,05/19/2024,09/10/2012,2500,1760,740,740,Anderson,John,287-73-6504,8870 Oak St,Dallas,TX,75201,11/15/1980,(347) 836-3964,john.anderson869@dummyemail.com,HOME 8870 Oak St Dallas TX 75201,,,,,,,,,,,,400,Weekly,09/14/2023,400,265,02/28/2023,Main St Manufacturing,Warehouse Worker,9761 2nd St,Indianapolis,IN,46201,(672) 681-6417,9 years,PRIMARY OWNER INC,United Surety,1800,528,Mother,90000
2700905,FCS524-7078282,02/04/2025,09/29/2025,3000,812,2188,2188,Thomas,John,159-75-9037,3658 Oak St,Los Angeles,CA,90001,06/04/1963,(956) 293-1257,john.thomas905@mail.com,HOME 3658 Oak St Los Angeles CA 90001,,,,,,,,,,,,500,Monthly,01/04/2023,500,343,02/06/2020,United Legal Group,Manager,5849 Birch St,El Paso,TX,79901,(672) 409-4045,5 years,OWNER NAME LLC,United Surety,1800,925,Employer,150000
2700923,FCS659-9307136,09/18/2024,01/31/2018,9000,7319,1681,1681,White,John,781-26-1911,7843 Ridgeway Dr,San Antonio,TX,78201,06/25/1956,(900) 420-7390,john.white923@emailtest.org,HOME 7843 Ridgeway Dr San Antonio TX 78201,,,,,,,,,,,,250,Monthly,12/17/2022,250,198,04/17/2024,United Legal Group,Mechanic,2203 Maple Ave,El Paso,TX,79901,(870) 235-8876,9 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1200,450,Spouse,50000
2700967,FCS226-3494836,12/11/2024,11/23/2021,1500,1182,318,318,Jackson,John,530-84-4099,3554 Forest Ave,San Diego,CA,92101,05/16/1953,(417) 842-2250,john.jackson967@mail.com,HOME 3554 Forest Ave San Diego CA 92101,,,,,,,,,,,,500,Weekly,02/03/2022,500,20,06/25/2019,Global Services LLC,Electrician,2272 Court St,Detroit,MI,48201,(941) 688-7126,7 years,OWNER NAME LLC,United Surety,1200,364,Sibling,75000
2700992,FCS129-6546609,06/19/2024,05/29/2019,1800,645,1155,1155,Lewis,John,764-95-3536,3466 Maple Ave,Chicago,IL,60601,03/12/1980,(464) 311-2088,john.lewis992@example.com,HOME 3466 Maple Ave Chicago IL 60601,,,,,,,,,,,,100,Weekly,08/25/2021,100,3,02/19/2020,St. Francis Sr. Residence (NLE),Administrative Assistant,1778 Lakeview Dr,Detroit,MI,48201,(611) 865-4340,1 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,900,180,Parent,90000
2701026,FCS360-1318873,07/25/2024,06/18/2025,12000,5901,6099,6099,Taylor,John,537-89-6308,6933 Pine Ave,San Diego,CA,92101,11/20/1976,(479) 248-9851,john.taylor1026@mail.com,HOME 6933 Pine Ave San Diego CA 92101,,,,,,,,,,,,250,Monthly,12/07/2023,250,63,12/27/2021,St. Francis Sr. Residence (NLE),Teacher,6572 3rd St,Detroit,MI,48201,(395) 474-8682,13 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,900,505,Mother,150000
2701027,FCS903-5155754,08/24/2025,07/25/2024,9000,38,8962,8962,Harris,John,789-30-3620,555 Pine Ave,Fort Worth,TX,76101,04/18/1969,(298) 713-7013,john.harris1027@mail.com,HOME 555 Pine Ave Fort Worth TX 76101,Jones,Christopher,346-84-2628,6060 Cedar Ln,San Antonio,TX,78201.0,HOME 6060 Cedar Ln San Antonio TX 78201,07/26/1946,(399) 448-7471,christopher.jones2054@mail.com,150,Bi-Weekly,03/08/2025,150,1,07/16/2022,Main St Manufacturing,Manager,1403 Elm St,San Francisco,CA,94101,(246) 387-5004,3 years,UNITED LEGAL GROUP,Liberty Bonds Co.,900,35,Parent,75000
2701103,FCS704-1638146,08/27/2025,01/08/2015,1500,483,1017,1017,Brown,John,520-99-7796,9412 Hillcrest Rd,Columbus,OH,43085,12/24/1951,(340) 851-2230,john.brown1103@mail.com,HOME 9412 Hillcrest Rd Columbus OH 43085,,,,,,,,,,,,300,Bi-Weekly,05/23/2023,300,216,07/31/2024,Acme Corp,Driver,8385 Maple Ave,Phoenix,AZ,85001,(922) 901-6680,18 years,OWNER NAME LLC,Liberty Bonds Co.,900,52,Mother,90000
2701124,FCS869-6319782,07/03/2025,06/17/2013,12000,9120,2880,2880,Anderson,John,869-48-8941,3898 Birch St,Columbus,OH,43085,09/25/1982,(409) 828-8228,john.anderson1124@emailtest.org,HOME 3898 Birch St Columbus OH 43085,,,,,,,,,,,,500,Bi-Weekly,09/19/2023,500,382,07/24/2022,Acme Corp,Customer Service,7516 Maple Ave,San Diego,CA,92101,(315) 846-9769,8 years,PRIMARY OWNER INC,United Surety,1800,799,Parent,100000
2701185,FCS828-1519061,12/20/2023,09/04/2017,3000,215,2785,2785,Lewis,John,423-41-2147,1943 3rd St,Austin,TX,73301,06/19/1986,(259) 354-8895,john.lewis1185@dummyemail.com,HOME 1943 3rd St Austin TX 73301,,,,,,,,,,,,250,Weekly,09/18/2025,250,70,10/25/2024,Global Services LLC,Administrative Assistant,7260 Spruce St,Los Angeles,CA,90001,(535) 462-9231,10 years,UNITED LEGAL GROUP,ABC Insurance Co.,1200,967,Co-signer,50000
2701212,FCS758-7102335,03/11/2025,07/13/2023,12000,9304,2696,2696,Lopez,John,885-77-5276,3845 Sunset Blvd,El Paso,TX,79901,06/20/1981,(587) 558-2916,john.lopez1212@mail.com,HOME 3845 Sunset Blvd El Paso TX 79901,,,,,,,,,,,,250,Bi-Weekly,01/09/2022,250,235,11/09/2018,Acme Corp,Security Guard,7757 Main St,Indianapolis,IN,46201,(990) 220-7789,20 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",900,605,Co-signer,150000
2701220,FCS517-7751549,03/01/2025,04/30/2019,1000,991,9,9,White,John,440-16-5428,3943 Sunset Blvd,New York,NY,10001,04/13/1957,(201) 389-7425,john.white1220@testmail.com,HOME 3943 Sunset Blvd New York NY 10001,,,,,,,,,,,,400,Weekly,08/01/2022,400,236,01/13/2020,Global Services LLC,Mechanic,6043 Walnut St,San Antonio,TX,78201,(942) 342-8808,15 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",500,172,Spouse,100000
