DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount
2700018,FCS969-8047416,04/01/2025,04/02/2013,4500,2967,1533,1533,Lewis,Christopher,570-29-8135,2985 Court St,Boston,MA,2101,03/26/1974,(830) 751-8921,christopher.lewis18@dummyemail.com,HOME 2985 Court St Boston MA 02101,,,,,,,,,,,,300,Bi-Weekly,08/27/2025,300,125,03/13/2025,St. Francis Sr. Residence (NLE),Software Engineer,7485 Lakeview Dr,Oklahoma City,OK,73101,(675) 783-7209,10 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,1200,372,Mother,75000
2700019,FCS463-5334434,10/30/2024,02/26/2017,12000,11488,512,512,Rodriguez,Mark,669-11-9464,3230 Pine Ave,San Diego,CA,92101,06/18/1986,(700) 768-4937,mark.rodriguez19@dummyemail.com,HOME 3230 Pine Ave San Diego CA 92101,,,,,,,,,,,,500,Bi-Weekly,04/28/2025,500,8,12/04/2016,Acme Corp,Construction Worker,6725 Lakeview Dr,San Jose,CA,95101,(879) 795-7046,15 years,PRIMARY OWNER INC,Liberty Bonds Co.,1800,677,Co-signer,100000
2700022,FCS665-2259379,04/25/2024,12/11/2010,4500,3690,810,810,Martin,Daniel,581-47-1534,3892 Hillcrest Rd,Nashville,TN,37201,05/14/1975,(919) 664-2166,daniel.martin22@mail.com,HOME 3892 Hillcrest Rd Nashville TN 37201,,,,,,,,,,,,250,Bi-Weekly,07/10/2021,250,139,05/27/2018,United Legal Group,Software Engineer,2430 Pine Ave,Los Angeles,CA,90001,(369) 514-5728,14 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,1200,824,Employer,150000
2700023,FCS652-9284509,02/07/2025,09/08/2012,12000,653,11347,11347,Wilson,Mark,852-51-5102,523 Pine Ave,San Diego,CA,92101,11/11/1951,(983) 888-5415,mark.wilson23@emailtest.org,HOME 523 Pine Ave San Diego CA 92101,Garcia,Matthew,581-76-8245,4657 Elm St,Denver,CO,80014.0,HOME 4657 Elm St Denver CO 80014,02/08/1979,(850) 703-2494,matthew.garcia46@dummyemail.com,350,Bi-Weekly,09/30/2022,350,164,05/25/2023,St. Francis Sr. Residence (NLE),Manager,5503 Spruce St,Nashville,TN,37201,(707) 495-7561,17 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,500,161,Employer,90000
2700024,FCS218-7780932,04/26/2025,11/29/2010,9000,7569,1431,1431,Johnson,Susan,292-76-6927,8267 Walnut St,Oklahoma City,OK,73101,08/19/1954,(408) 473-9998,susan.johnson24@mail.com,HOME 8267 Walnut St Oklahoma City OK 73101,,,,,,,,,,,,500,Weekly,08/06/2023,500,62,03/16/2016,Main St Manufacturing,Construction Worker,2694 Hillcrest Rd,Seattle,WA,98101,(214) 765-7684,2 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1500,240,Sibling,100000
2700025,FCS833-5896624,04/21/2025,01/06/2017,4500,3952,548,548,Davis,Jessica,567-80-3369,6384 Washington St,Washington,DC,20001,08/07/1995,(964) 339-2143,jessica.davis25@testmail.com,HOME 6384 Washington St Washington DC 20001,,,,,,,,,,,,400,Bi-Weekly,04/18/2025,400,259,11/17/2018,St. Francis Sr. Residence (NLE),Accountant,4991 3rd St,Denver,CO,80014,(875) 701-3434,14 years,UNITED LEGAL GROUP,United Surety,1200,1130,Father,100000
2700026,FCS566-6398528,05/28/2024,03/29/2016,12000,6274,5726,5726,Ramirez,Linda,894-62-1715,5313 Cherry Ln,Nashville,TN,37201,03/15/1984,(595) 879-3492,linda.ramirez26@dummyemail.com,HOME 5313 Cherry Ln Nashville TN 37201,,,,,,,,,,,,200,Weekly,03/09/2024,200,84,08/20/2025,St. Francis Sr. Residence (NLE),Warehouse Worker,1733 Court St,Charlotte,NC,28201,(215) 939-3361,13 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1500,542,Co-signer,150000
2700029,FCS720-9333700,09/05/2024,01/18/2016,12000,5772,6228,6228,Lee,Linda,294-89-5106,2340 Maple Ave,Boston,MA,2101,07/15/1953,(516) 651-1546,linda.lee29@emailtest.org,HOME 2340 Maple Ave Boston MA 02101,,,,,,,,,,,,200,Monthly,07/14/2022,200,83,04/06/2024,Global Services LLC,Manager,3389 Cedar Ln,Seattle,WA,98101,(574) 743-9221,8 years,OWNER NAME LLC,United Surety,1500,604,Co-signer,50000
2700030,FCS579-2263313,04/09/2024,12/12/2015,4500,2996,1504,1504,Sanchez,John,504-11-5332,8891 Maple Ave,Charlotte,NC,28201,01/25/1983,(888) 966-5295,john.sanchez30@emailtest.org,HOME 8891 Maple Ave Charlotte NC 28201,,,,,,,,,,,,350,Monthly,08/30/2024,350,119,03/03/2021,St. Francis Sr. Residence (NLE),Dietary Aide,9298 Ridgeway Dr,Washington,DC,20001,(426) 863-2035,20 years,UNITED LEGAL GROUP,United Surety,1500,238,Sibling,50000
2700031,FCS138-6106390,04/04/2025,06/28/2013,1500,480,1020,1020,Moore,Mark,238-59-8432,6178 2nd St,Columbus,OH,43085,11/12/1963,(624) 870-2622,mark.moore31@dummyemail.com,HOME 6178 2nd St Columbus OH 43085,,,,,,,,,,,,300,Monthly,09/30/2024,300,189,04/26/2018,Global Services LLC,Warehouse Worker,3968 Forest Ave,Houston,TX,77001,(902) 576-9920,20 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1500,565,Friend,50000
2700032,FCS968-8628891,02/18/2024,10/01/2025,2000,1314,686,686,Martin,Christopher,121-16-6464,4090 Cedar Ln,Denver,CO,80014,05/30/1968,(270) 983-4394,christopher.martin32@emailtest.org,HOME 4090 Cedar Ln Denver CO 80014,Davis,Margaret,436-28-1046,4642 Cedar Ln,Phoenix,AZ,85001.0,HOME 4642 Cedar Ln Phoenix AZ 85001,06/18/1988,(456) 378-2801,margaret.davis64@example.com,200,Monthly,11/20/2022,200,60,06/26/2022,Acme Corp,Retail Clerk,2954 Sunset Blvd,Los Angeles,CA,90001,(329) 959-7897,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1500,918,Co-signer,150000
2700034,FCS719-8217547,02/26/2024,06/14/2013,9000,3522,5478,5478,Anderson,Susan,333-62-6553,7530 Birch St,Columbus,OH,43085,07/13/1958,(520) 637-6120,susan.anderson34@testmail.com,HOME 7530 Birch St Columbus OH 43085,,,,,,,,,,,,200,Weekly,07/16/2023,200,17,11/26/2016,St. Francis Sr. Residence (NLE),Nurse,7175 Maple Ave,Detroit,MI,48201,(956) 581-3131,17 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,1800,1150,Co-signer,50000
2700036,FCS459-1102438,05/20/2024,02/05/2014,12000,10769,1231,1231,Williams,Richard,245-91-1502,1603 Court St,San Antonio,TX,78201,10/02/1983,(629) 664-6585,richard.williams36@mail.com,HOME 1603 Court St San Antonio TX 78201,,,,,,,,,,,,350,Weekly,03/22/2024,350,43,10/15/2025,St. Francis Sr. Residence (NLE),Driver,2679 4th St,Los Angeles,CA,90001,(890) 283-5458,14 years,UNITED LEGAL GROUP,Liberty Bonds Co.,1800,905,Sibling,90000
2700037,FCS320-9595744,03/12/2024,08/17/2018,4500,908,3592,3592,Perez,Elizabeth,794-85-8972,8733 Hillcrest Rd,Los Angeles,CA,90001,10/13/1969,(604) 813-1897,elizabeth.perez37@example.com,HOME 8733 Hillcrest Rd Los Angeles CA 90001,Harris,Michael,240-42-5742,5475 Maple Ave,New York,NY,10001.0,HOME 5475 Maple Ave New York NY 10001,08/15/1984,(964) 640-3878,michael.harris74@mail.com,400,Weekly,10/28/2024,400,117,06/29/2021,Main St Manufacturing,Customer Service,1280 Birch St,Detroit,MI,48201,(243) 646-1307,14 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1800,879,Sister,100000
2700038,FCS826-8007741,09/08/2024,06/20/2013,4500,170,4330,4330,Garcia,David,732-68-6928,1543 Spruce St,Houston,TX,77001,10/30/1971,(646) 803-7560,david.garcia38@emailtest.org,HOME 1543 Spruce St Houston TX 77001,Martinez,Margaret,863-53-4630,5556 Elm St,Chicago,IL,60601.0,HOME 5556 Elm St Chicago IL 60601,10/18/1985,(848) 316-9693,margaret.martinez76@emailtest.org,250,Bi-Weekly,11/06/2022,250,186,01/24/2025,United Legal Group,Construction Worker,1784 Cedar Ln,Dallas,TX,75201,(402) 377-3504,20 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1500,950,Sister,150000
2700039,FCS559-6422534,08/20/2025,12/22/2017,1800,900,900,900,Thomas,John,552-90-5961,4600 3rd St,Los Angeles,CA,90001,07/29/1981,(719) 275-6085,john.thomas39@dummyemail.com,HOME 4600 3rd St Los Angeles CA 90001,,,,,,,,,,,,100,Bi-Weekly,07/17/2025,100,36,09/28/2016,St. Francis Sr. Residence (NLE),Dietary Aide,9833 Court St,Fort Worth,TX,76101,(673) 794-1672,14 years,OWNER NAME LLC,United Surety,1800,974,Father,75000
2700041,FCS417-7575963,03/28/2024,03/25/2024,1500,634,866,866,Gonzalez,Sarah,758-52-3093,8724 Pine Ave,Boston,MA,2101,12/27/1987,(720) 570-1298,sarah.gonzalez41@testmail.com,HOME 8724 Pine Ave Boston MA 02101,,,,,,,,,,,,250,Bi-Weekly,03/05/2025,250,124,01/13/2018,United Legal Group,Driver,2638 Pine Ave,San Jose,CA,95101,(303) 719-9843,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1800,268,Sister,100000
2700043,FCS667-2721170,11/14/2025,06/16/2022,1500,583,917,917,Harris,John,264-44-8361,8510 Cedar Ln,Columbus,OH,43085,03/25/1958,(427) 661-6727,john.harris43@example.com,HOME 8510 Cedar Ln Columbus OH 43085,,,,,,,,,,,,400,Weekly,12/22/2022,400,120,03/18/2020,St. Francis Sr. Residence (NLE),Customer Service,3778 Main St,Austin,TX,73301,(301) 931-6493,4 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1200,967,Sibling,100000
2700044,FCS559-1088100,02/06/2024,04/24/2011,2500,883,1617,1617,Jones,Anthony,661-87-9647,7034 Maple Ave,Oklahoma City,OK,73101,11/06/1975,(443) 508-2996,anthony.jones44@example.com,HOME 7034 Maple Ave Oklahoma City OK 73101,Sanchez,Christopher,737-68-2029,1916 Cherry Ln,Washington,DC,20001.0,HOME 1916 Cherry Ln Washington DC 20001,02/03/1988,(216) 847-9443,christopher.sanchez88@emailtest.org,250,Weekly,09/07/2021,250,74,09/11/2020,St. Francis Sr. Residence (NLE),Dietary Aide,5880 Lakeview Dr,Denver,CO,80014,(626) 391-2402,16 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1800,1114,Father,150000
2700046,FCS227-7174337,02/06/2025,11/09/2019,6000,3167,2833,2833,Garcia,David,608-98-9151,6118 Court St,Dallas,TX,75201,05/31/1957,(944) 634-2293,david.garcia46@dummyemail.com,HOME 6118 Court St Dallas TX 75201,,,,,,,,,,,,200,Weekly,07/11/2022,200,82,01/12/2017,St. Francis Sr. Residence (NLE),Receptionist,4943 Hillcrest Rd,Charlotte,NC,28201,(817) 934-7981,5 years,UNITED LEGAL GROUP,United Surety,1500,86,Co-signer,150000
2700048,FCS355-2903351,12/13/2023,01/22/2015,6000,4241,1759,1759,Robinson,Richard,675-25-5288,4364 Walnut St,San Antonio,TX,78201,08/15/1975,(910) 702-4279,richard.robinson48@example.com,HOME 4364 Walnut St San Antonio TX 78201,Anderson,John,276-66-2438,5336 Forest Ave,Nashville,TN,37201.0,HOME 5336 Forest Ave Nashville TN 37201,10/28/1945,(763) 755-5757,john.anderson96@testmail.com,200,Weekly,11/09/2024,200,179,01/13/2023,United Legal Group,Customer Service,8435 Lakeview Dr,Houston,TX,77001,(405) 342-4878,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1800,1172,Co-signer,100000
2700049,FCS922-3177199,08/04/2025,10/26/2012,1500,633,867,867,Thompson,Richard,836-71-9612,6830 Spruce St,Denver,CO,80014,08/13/1956,(328) 524-2215,richard.thompson49@dummyemail.com,HOME 6830 Spruce St Denver CO 80014,,,,,,,,,,,,350,Monthly,10/20/2025,350,282,01/21/2023,Main St Manufacturing,Manager,2214 Spruce St,Indianapolis,IN,46201,(256) 327-9488,4 years,PRIMARY OWNER INC,ABC Insurance Co.,900,330,Friend,90000
2700050,FCS631-5765539,02/05/2024,07/03/2016,2000,1300,700,700,Rodriguez,Sarah,228-90-5961,8840 Pine Ave,Indianapolis,IN,46201,02/16/1965,(806) 794-3526,sarah.rodriguez50@mail.com,HOME 8840 Pine Ave Indianapolis IN 46201,,,,,,,,,,,,350,Weekly,02/09/2021,350,14,10/16/2016,St. Francis Sr. Residence (NLE),Waiter,4436 Washington St,Oklahoma City,OK,73101,(785) 626-1496,15 years,PRIMARY OWNER INC,United Surety,1500,501,Sibling,90000
2700051,FCS564-2224284,10/22/2025,03/24/2012,1800,900,900,900,Thomas,Susan,575-36-6573,2453 Ridgeway Dr,Nashville,TN,37201,08/25/1978,(951) 553-7532,susan.thomas51@mail.com,HOME 2453 Ridgeway Dr Nashville TN 37201,,,,,,,,,,,,150,Bi-Weekly,03/27/2022,150,119,04/03/2017,Acme Corp,Warehouse Worker,4161 Cedar Ln,Houston,TX,77001,(251) 497-7293,19 years,UNITED LEGAL GROUP,ABC Insurance Co.,900,833,Co-signer,150000
2700052,FCS838-6246485,05/29/2024,06/17/2014,6000,4216,1784,1784,Thomas,Joseph,415-73-1379,1575 Birch St,Indianapolis,IN,46201,01/08/1991,(446) 420-6781,joseph.thomas52@example.com,HOME 1575 Birch St Indianapolis IN 46201,Martin,Jessica,769-96-8710,4781 2nd St,New York,NY,10001.0,HOME 4781 2nd St New York NY 10001,08/23/1949,(641) 337-5333,jessica.martin104@testmail.com,400,Bi-Weekly,02/17/2021,400,205,06/15/2016,Main St Manufacturing,Plumber,3289 Forest Ave,Seattle,WA,98101,(495) 275-7329,16 years,UNITED LEGAL GROUP,National Bonding,1200,243,Sibling,50000
2700053,FCS503-7261229,10/29/2024,05/25/2023,3000,590,2410,2410,Martin,Michael,621-61-9193,759 Oak St,Los Angeles,CA,90001,04/18/1962,(930) 541-8761,michael.martin53@emailtest.org,HOME 759 Oak St Los Angeles CA 90001,,,,,,,,,,,,200,Bi-Weekly,04/25/2024,200,81,09/14/2017,Global Services LLC,Dietary Aide,5002 3rd St,Austin,TX,73301,(719) 721-9721,15 years,PRIMARY OWNER INC,Liberty Bonds Co.,500,188,Co-signer,50000
2700055,FCS631-4478616,06/13/2025,03/05/2018,6000,4304,1696,1696,Hernandez,Richard,277-68-9734,5708 2nd St,Jacksonville,FL,32099,09/19/1973,(824) 695-4150,richard.hernandez55@mail.com,HOME 5708 2nd St Jacksonville FL 32099,Davis,Elizabeth,404-46-4396,8111 Ridgeway Dr,San Francisco,CA,94101.0,HOME 8111 Ridgeway Dr San Francisco CA 94101,04/17/1971,(773) 938-5480,elizabeth.davis110@testmail.com,150,Weekly,09/02/2024,150,139,02/21/2020,Global Services LLC,Customer Service,2499 Hillcrest Rd,Los Angeles,CA,90001,(494) 931-2294,11 years,UNITED LEGAL GROUP,United Surety,1500,438,Friend,150000
2700056,FCS377-5557052,04/05/2024,05/02/2013,12000,9614,2386,2386,Davis,Linda,151-95-9700,3797 Lakeview Dr,Los Angeles,CA,90001,12/28/1958,(623) 538-8739,linda.davis56@example.com,HOME 3797 Lakeview Dr Los Angeles CA 90001,,,,,,,,,,,,200,Monthly,12/19/2023,200,40,06/11/2020,Global Services LLC,Administrative Assistant,3367 Hillcrest Rd,Austin,TX,73301,(492) 861-1969,2 years,OWNER NAME LLC,National Bonding,500,467,Sibling,100000
2700057,FCS957-3949245,12/24/2023,10/16/2019,6000,1526,4474,4474,White,Sandra,396-14-1151,4988 3rd St,Washington,DC,20001,08/18/1959,(543) 491-8444,sandra.white57@emailtest.org,HOME 4988 3rd St Washington DC 20001,,,,,,,,,,,,200,Weekly,07/03/2023,200,69,01/16/2018,St. Francis Sr. Residence (NLE),Receptionist,2762 Walnut St,Boston,MA,2101,(463) 935-4050,0 years,PRIMARY OWNER INC,United Surety,1800,1381,Friend,75000
2700058,FCS725-7802999,01/27/2025,06/11/2022,3000,355,2645,2645,Perez,Richard,197-33-3303,7922 Ridgeway Dr,San Diego,CA,92101,08/12/1950,(467) 592-4858,richard.perez58@dummyemail.com,HOME 7922 Ridgeway Dr San Diego CA 92101,,,,,,,,,,,,350,Bi-Weekly,02/22/2024,350,293,01/04/2016,Acme Corp,Customer Service,3971 Oak St,El Paso,TX,79901,(321) 676-6026,5 years,UNITED LEGAL GROUP,National Bonding,1200,240,Employer,90000
2700059,FCS729-4705235,06/28/2024,11/18/2013,6000,1254,4746,4746,White,Joseph,720-57-7813,9098 Cherry Ln,Oklahoma City,OK,73101,03/23/1998,(880) 423-5054,joseph.white59@emailtest.org,HOME 9098 Cherry Ln Oklahoma City OK 73101,,,,,,,,,,,,150,Weekly,05/20/2023,150,135,10/10/2023,Acme Corp,Nurse,9343 Maple Ave,Los Angeles,CA,90001,(760) 717-4312,18 years,OWNER NAME LLC,ABC Insurance Co.,1200,1065,Mother,50000
